districtid,timeid,neighborhoodzscore,statezscore
250,22,7.44,0.01
250,23,6.9,-0.0
250,24,8.36,-0.05
250,25,5.25,-0.03
252,10,-1.3,-0.89
252,11,-0.63,-0.22
252,12,-0.84,-0.51
252,13,-1.19,-0.45
252,14,-3.32,-0.87
252,15,-0.84,-0.47
252,16,-1.61,-0.43
252,17,-2.81,-0.44
252,18,-2.42,-0.41
252,19,-1.56,-0.45
252,20,-1.77,-0.35
252,21,-1.12,-0.53
252,22,-0.45,-0.36
252,23,-0.9,-0.66
252,24,-1.01,-0.58
252,25,-1.12,-0.41
254,7,-0.72,-0.28
254,8,-1.52,-0.31
254,9,-2.46,-0.31
254,10,-0.76,-0.28
254,11,-0.97,-0.31
254,12,-0.87,-0.29
254,13,-0.55,-0.31
254,14,-0.99,-0.35
254,15,-0.0,-0.23
254,16,-0.51,-0.34
254,17,-0.75,-0.39
254,18,-0.65,-0.39
254,19,-0.59,-0.37
254,20,-0.51,-0.35
254,21,-0.57,-0.39
254,22,-0.46,-0.39
254,23,-0.51,-0.38
254,24,-0.57,-0.41
254,25,-0.42,-0.42
257,11,0.0,3.0
257,12,-1.2,-1.34
257,13,14.33,6.47
257,14,-1.73,-1.81
257,15,-0.91,0.69
257,16,-0.62,0.06
257,17,3.0,2.37
257,18,113.0,10.33
257,19,1.23,2.88
257,20,2.18,4.17
257,21,0.0,15.57
257,22,0.82,1.99
257,23,0.94,2.72
257,24,-0.68,0.12
257,25,0.0,1.31
258,7,-0.84,-0.28
258,8,1.4,-0.29
258,9,-0.29,-0.24
258,10,-0.69,-0.24
258,11,-0.57,-0.24
258,12,0.23,-0.21
258,13,0.53,-0.2
258,14,0.09,-0.21
258,15,-0.5,-0.25
258,16,-0.33,-0.23
258,17,-0.59,-0.38
258,18,0.04,-0.11
258,19,-0.02,-0.24
258,20,-0.04,-0.26
258,21,0.19,-0.11
258,22,0.2,-0.14
258,23,0.55,-0.15
258,24,0.69,-0.25
258,25,1.12,-0.27
259,9,-0.71,-0.38
259,10,-0.57,-0.33
259,11,-0.47,-0.31
259,12,-0.19,-0.33
259,14,-1.16,-0.41
259,16,-0.73,-0.5
259,19,-0.68,-0.56
259,20,-0.52,-0.51
259,21,-0.46,-0.46
259,22,-0.4,-0.4
259,23,-0.6,-0.57
259,24,-0.7,-0.57
259,25,-0.63,-0.47
260,13,0.0,-1.67
260,14,0.0,-11.0
260,15,0.0,-8.6
260,16,0.0,-74.0
260,17,0.0,-2.22
260,18,0.0,-8.87
260,19,0.0,-17.17
260,20,0.0,-25.75
260,21,0.0,-20.2
260,22,0.0,-20.45
260,23,0.0,-2.72
260,24,0.0,-1.31
260,25,0.0,-7.19
261,10,-0.69,-0.81
261,11,-2.03,-1.34
261,12,-0.49,-0.64
261,13,-0.44,-0.68
261,14,-0.72,-0.89
261,15,-0.96,-0.79
261,16,-0.31,-0.61
261,17,0.22,-0.45
261,18,-0.48,-0.5
261,19,-0.27,-0.48
261,20,-0.27,-0.44
261,21,-1.19,-0.82
261,22,-0.67,-0.83
261,23,-0.51,-0.73
261,24,-0.61,-0.68
261,25,-0.98,-0.52
262,8,-0.6,-1.06
262,12,-1.44,-0.87
262,15,-1.94,-1.14
262,16,-0.7,-0.46
262,17,-0.82,-0.95
262,18,-0.63,-0.71
262,19,-1.59,-0.54
262,20,-0.78,-0.48
262,21,-1.4,-0.65
262,22,-1.09,-0.73
262,23,-0.98,-0.55
262,24,-0.38,-0.5
262,25,0.92,-0.32
263,8,-1.13,-0.5
263,9,-0.32,-0.12
263,10,7.52,3.71
263,11,0.3,-0.29
263,12,0.19,-0.51
263,13,0.66,-0.53
263,14,0.02,-0.54
263,15,0.32,-0.52
263,16,-0.25,-0.61
263,17,-0.46,-0.63
263,18,-0.24,-0.62
263,19,-0.12,-0.55
263,20,-0.58,-0.68
263,21,0.31,-0.52
263,22,-0.17,-0.69
263,23,-0.46,-0.7
263,24,0.18,-0.47
263,25,1.03,-0.39
264,8,0.0,0.0
264,10,-1.49,-1.28
264,11,-1.53,-0.65
264,12,-0.48,-0.5
264,13,-0.14,0.35
264,14,-0.44,0.34
264,15,-3.57,0.67
264,16,-0.58,0.41
264,17,-0.53,-0.22
264,18,-0.19,0.67
264,19,-0.13,0.71
264,20,-0.13,0.82
264,21,0.0,1.01
264,22,-0.09,0.87
264,23,0.13,1.32
264,24,-0.04,0.92
264,25,-0.15,0.88
266,18,-0.89,-0.52
266,23,-0.97,-0.58
266,24,1.34,0.19
266,25,0.22,-0.22
267,7,-3.0,-0.69
267,8,-1.67,-1.17
267,9,0.0,-0.72
267,10,-0.19,-0.81
267,11,28.32,3.71
267,12,1.02,1.15
267,13,-0.33,-0.56
267,14,0.99,-0.04
267,15,2.55,1.28
267,16,3.32,0.67
267,17,1.95,0.41
267,18,5.12,3.24
267,19,2.16,2.77
267,20,2.19,2.06
267,21,2.21,2.21
267,22,2.28,3.16
267,23,1.99,2.82
267,24,2.14,3.53
267,25,1.95,2.75
268,16,0.0,-1.25
268,18,0.0,-0.52
268,19,0.0,-0.56
268,20,0.0,-0.31
268,21,0.0,-0.56
268,22,0.0,-0.65
268,23,0.0,-0.53
268,24,0.0,-0.59
268,25,0.0,-0.31
269,18,-0.99,-0.38
269,20,-0.54,0.1
269,21,1.95,1.89
269,22,-0.74,0.37
269,23,-0.86,0.01
269,24,-0.79,0.06
269,25,-0.58,-0.39
270,8,0.0,0.0
270,11,0.0,5.12
270,12,0.0,1.43
270,13,0.0,1.0
270,15,0.0,0.0
270,16,0.0,17.0
270,17,0.0,0.0
270,18,0.0,83.52
270,19,0.0,97.53
270,20,142.0,34.29
270,21,38.6,17.51
270,22,0.0,2.39
270,23,26.12,8.92
270,24,34.38,8.92
270,25,144.53,15.48
271,12,0.0,-0.47
271,13,0.0,0.23
271,15,0.0,-0.73
271,18,2.94,-0.02
271,19,4.24,-0.11
271,20,3.53,-0.01
271,21,3.78,1.05
271,22,5.84,0.58
271,23,7.27,0.32
271,24,5.6,0.9
271,25,2.33,-0.14
273,8,0.0,-3.0
273,9,-0.44,-1.02
273,10,-1.18,-1.05
273,11,0.19,-0.52
273,12,-0.11,-0.78
273,13,-0.43,-0.68
273,14,0.61,0.77
273,15,-0.48,0.01
273,16,-0.4,-0.18
273,17,-0.23,-0.08
273,18,0.47,0.46
273,19,0.09,0.38
273,20,-0.34,-0.07
273,21,0.31,0.26
273,22,-0.04,0.02
273,23,-0.02,0.13
273,24,-0.12,0.13
273,25,-0.01,0.79
274,10,-5.57,-0.26
274,11,-0.73,-0.25
274,12,-0.77,-0.22
274,13,-1.62,-0.23
274,14,-0.6,-0.25
274,15,-0.5,-0.28
274,16,-0.21,-0.28
274,17,-0.27,-0.36
274,18,-0.63,-0.5
274,19,-0.75,-0.58
274,20,-0.68,-0.73
274,21,-0.44,-0.55
274,22,-0.52,-0.56
274,23,-0.25,-0.31
274,24,-0.15,-0.2
274,25,-0.28,-0.25
275,7,-0.72,-0.25
275,8,-0.63,-0.52
275,9,-0.72,-0.66
275,10,-0.88,-0.99
275,11,-0.15,-0.38
275,12,-0.47,-0.33
275,13,-1.03,-0.64
275,14,-1.13,-0.5
275,15,0.46,-0.09
275,16,-1.6,-0.58
275,17,-0.61,-0.54
275,18,-0.92,-0.6
275,19,-0.76,-0.55
275,20,-0.21,-0.65
275,21,-0.21,-0.5
275,22,-0.12,-0.49
275,23,-0.63,-0.53
275,24,-1.07,-0.56
275,25,-0.55,-0.47
276,8,-0.6,-0.42
276,9,-0.85,-0.73
276,10,1.47,0.41
276,11,-0.46,-0.54
276,12,-0.31,-0.15
276,13,-0.28,-0.02
276,14,-0.29,-0.12
276,15,2.73,0.23
276,16,1.26,0.01
276,17,0.15,-0.4
276,18,0.09,-0.41
276,19,0.7,-0.29
276,20,-0.24,-0.56
276,21,1.09,-0.23
276,22,0.65,-0.4
276,23,2.58,-0.18
276,24,4.41,-0.03
276,25,1.04,-0.19
277,7,-0.73,0.63
277,8,-0.66,0.38
277,9,1.36,3.21
277,10,0.07,2.4
277,11,-0.14,1.31
277,12,-0.36,0.94
277,13,-0.22,1.19
277,14,0.96,3.65
277,15,2.2,6.76
277,16,1.92,5.84
277,17,0.75,3.46
277,18,2.05,5.06
277,19,1.9,4.77
277,20,3.34,7.34
277,21,4.43,7.14
277,22,2.97,4.95
277,23,1.03,2.17
277,24,0.88,2.08
277,25,0.7,1.88
278,7,-0.91,-0.72
278,8,1.2,-0.21
278,9,8.0,-0.06
278,10,11.0,-0.15
278,11,-1.67,-0.74
278,12,0.33,-0.47
278,13,29.0,-0.33
278,14,3.0,-0.64
278,15,-5.0,-0.78
278,16,-3.8,-0.67
278,17,8.0,-0.33
278,18,-3.67,-0.47
278,19,-2.5,-0.59
278,20,-1.97,-0.8
278,21,-1.91,-0.6
278,22,-0.85,-0.47
278,23,-3.79,-0.51
278,24,-0.95,-0.58
278,25,-0.36,-0.33
279,8,0.0,-0.42
279,9,1.05,-0.03
279,10,0.07,-0.58
279,11,-0.12,-0.64
279,12,-0.44,-0.41
279,13,-1.0,-0.66
279,14,0.0,-0.32
279,15,0.14,-0.22
279,16,2.32,-0.1
279,17,0.13,-0.41
279,18,-0.41,-0.4
279,19,-1.09,-0.52
279,20,-0.77,-0.61
279,21,-0.67,-0.47
279,22,-0.49,-0.45
279,23,-0.37,-0.4
279,24,-0.15,-0.36
279,25,-0.48,-0.44
280,8,-0.62,-0.59
280,9,-1.18,-0.63
280,11,-0.45,-0.34
280,12,0.07,-0.34
280,13,-0.18,-0.36
280,14,0.07,-0.43
280,15,-0.6,-0.5
280,16,-0.44,-0.49
280,17,-0.98,-0.7
280,18,0.11,-0.58
280,19,-0.56,-0.69
280,20,-0.28,-0.56
280,21,0.53,-0.45
280,22,-0.74,-0.93
280,23,-0.5,-0.97
280,24,-0.22,-0.91
280,25,-0.35,-0.91
281,8,-0.54,-0.39
281,9,-0.18,-0.47
281,10,0.64,0.09
281,11,-0.04,-0.43
281,12,-0.32,-0.59
281,13,-0.09,-0.14
281,14,-0.4,-0.56
281,15,-0.29,-0.44
281,16,-0.34,-0.41
281,17,-0.26,-0.39
281,18,-0.45,-0.48
281,19,-0.36,-0.45
281,20,-0.35,-0.48
281,21,-0.32,-0.32
281,22,-0.36,-0.43
281,23,-0.43,-0.47
281,24,-0.45,-0.47
281,25,-0.44,-0.46
282,7,0.0,-0.69
282,8,0.0,-0.3
282,9,0.0,-0.5
282,11,0.0,-0.66
282,12,0.0,-0.91
282,13,0.0,-0.65
282,14,0.0,-0.69
282,15,0.0,-0.34
282,16,0.0,-0.64
282,17,0.0,-0.72
282,18,0.0,-0.47
282,19,0.0,-0.61
282,20,0.0,-0.55
282,21,0.0,-0.7
282,22,0.0,-0.72
282,23,0.0,-0.57
282,24,0.0,-0.8
282,25,0.0,-0.66
283,7,-0.05,1.5
283,8,0.01,1.24
283,9,-0.36,-0.28
283,10,-0.75,-0.67
283,11,4.04,1.17
283,12,1.31,0.75
283,13,0.15,0.14
283,14,0.69,0.4
283,15,0.0,-0.02
283,16,-0.75,-0.45
283,17,-0.92,-0.58
283,18,-0.97,-0.55
283,19,-1.58,-0.54
283,20,-1.01,-0.68
283,21,-0.96,-0.46
283,22,-0.78,-0.45
283,23,-0.35,-0.44
283,24,-0.78,-0.5
283,25,0.12,-0.26
284,7,-1.0,-1.05
284,9,-0.43,-0.71
284,10,3.0,-0.21
284,12,-0.49,-0.52
284,13,-0.49,-0.58
284,14,-0.77,-0.58
284,15,0.7,-0.13
284,16,-0.52,-0.26
284,17,-0.76,-0.28
284,18,-0.41,-0.25
284,19,-0.51,-0.28
284,20,-0.39,-0.29
284,21,-1.45,-0.27
284,22,-0.85,-0.27
284,23,-0.91,-0.23
284,24,-0.42,-0.22
284,25,-0.07,-0.2
285,10,0.29,-0.29
285,11,1.27,-0.32
285,12,0.1,-0.34
285,13,-0.76,-0.37
285,14,-0.86,-0.42
285,15,-0.44,-0.42
285,16,-0.77,-0.45
285,17,0.03,-0.45
285,18,0.31,-0.47
285,19,0.11,-0.48
285,20,-0.45,-0.55
285,21,0.53,-0.6
285,22,-0.4,-0.72
285,23,-1.26,-0.69
285,24,-0.99,-0.66
285,25,-0.72,-0.72
286,10,-0.82,-0.72
286,11,-0.38,-0.22
286,12,-0.16,0.1
286,13,-0.36,-0.25
286,14,0.54,1.76
286,15,0.97,1.9
286,16,-0.62,-0.37
286,17,-0.69,-0.02
286,18,-0.92,-0.27
286,19,-0.96,-0.08
286,20,-0.75,0.41
286,21,-0.92,-0.07
286,22,-0.96,-0.27
286,23,-1.04,-0.6
286,24,-1.22,-0.73
286,25,-0.83,-0.71
287,8,-0.46,-0.06
287,10,-0.73,-0.7
287,11,-1.1,-1.3
287,12,-1.63,-1.47
287,13,-1.43,-0.72
287,14,-1.32,-1.01
287,15,-1.0,-0.5
287,16,-0.58,-0.31
287,17,-0.55,-0.4
287,18,-0.59,-0.18
287,19,-0.69,-0.55
287,20,-0.63,-0.29
287,21,-0.33,0.25
287,22,-0.58,0.26
287,23,-0.62,0.18
287,24,-0.57,-0.03
287,25,-0.21,-0.05
288,7,-0.64,-0.18
288,8,-0.69,-0.21
288,9,-0.68,-0.16
288,10,-0.68,-0.16
288,11,-0.67,-0.15
288,12,-0.58,0.04
288,13,-0.67,-0.16
288,14,-0.64,-0.12
288,15,-0.63,-0.19
288,16,-0.65,-0.22
288,17,-0.53,-0.1
288,18,-0.48,-0.06
288,19,-0.48,-0.12
288,20,-0.32,-0.03
288,21,-0.42,-0.15
288,22,-0.39,-0.13
288,23,-0.41,-0.18
288,24,-0.38,-0.14
288,25,-0.31,-0.09
289,7,1.0,0.0
289,8,114.0,44.07
289,9,26.67,22.29
289,10,3.06,3.01
289,11,2.27,2.71
289,12,5.31,5.78
289,13,1.2,1.49
289,14,2.85,4.51
289,15,1.83,3.59
289,16,14.74,17.96
289,17,5.31,14.36
289,18,3.0,12.21
289,19,2.9,13.4
289,20,1.63,6.66
289,21,0.75,4.73
289,22,0.53,3.39
289,23,0.01,1.58
289,24,-0.22,0.6
289,25,-0.41,0.24
290,8,14.0,4.66
290,9,-0.25,-0.47
290,10,-0.05,2.91
290,11,-0.23,0.36
290,12,1.04,-0.1
290,13,-1.08,-0.66
290,14,-0.61,-0.49
290,16,-0.33,0.1
290,17,0.55,0.05
290,18,-0.36,0.34
290,19,-0.2,0.35
290,20,-0.55,-0.47
290,21,-0.85,-0.59
290,22,-0.35,0.12
290,23,-0.93,-0.55
290,24,1.16,-0.01
290,25,-1.02,-0.49
291,10,-0.07,-0.61
291,11,-0.83,-0.65
291,12,-1.04,-0.77
291,14,-0.44,-0.55
291,15,-0.59,-0.64
291,16,-0.41,-0.39
291,17,-0.47,-0.5
291,18,-0.48,-0.37
291,19,-0.45,-0.36
291,20,-0.56,-0.36
291,21,-0.62,-0.44
291,22,-0.63,-0.45
291,23,-0.55,-0.35
291,24,-0.57,-0.47
291,25,-0.53,-0.4
292,7,3.96,1.03
292,8,2.19,1.67
292,9,0.4,1.32
292,10,2.18,2.39
292,11,0.47,2.8
292,12,1.37,6.81
292,13,0.86,6.12
292,14,0.5,7.53
292,15,0.83,9.13
292,16,0.59,5.51
292,17,0.8,3.59
292,18,0.57,2.42
292,19,0.57,1.19
292,20,0.54,0.87
292,21,0.21,0.26
292,22,0.33,0.16
292,23,0.68,0.24
292,24,0.61,0.35
292,25,0.72,0.52
293,9,-1.54,-1.15
293,10,0.35,0.03
293,11,0.94,0.05
293,12,0.84,0.1
293,13,-0.1,-0.57
293,14,1.19,0.3
293,15,-0.14,-0.57
293,16,0.51,0.14
293,17,1.11,0.07
293,18,1.33,0.46
293,19,4.23,1.08
293,20,1.87,0.49
293,21,1.61,0.05
293,22,2.72,0.41
293,23,0.7,-0.15
293,24,2.25,0.33
293,25,0.71,-0.0
294,7,-0.63,-0.17
294,8,0.35,1.57
294,9,0.22,2.27
294,10,0.47,1.04
294,11,0.78,2.45
294,12,0.27,2.25
294,13,0.71,3.34
294,14,-0.0,2.33
294,15,0.96,5.09
294,16,2.27,7.7
294,17,2.96,6.16
294,18,2.39,3.57
294,19,1.79,1.28
294,20,1.12,0.54
294,21,2.2,0.48
294,22,2.19,0.39
294,23,1.68,0.37
294,24,1.73,0.62
294,25,1.22,0.63
295,8,-0.65,-0.42
295,9,2.19,0.48
295,10,0.64,1.18
295,11,-0.02,0.19
295,12,0.51,0.58
295,13,-0.22,-0.28
295,14,2.06,0.24
295,15,1.07,0.04
295,16,-0.54,-0.28
295,17,-1.21,-0.54
295,18,-0.72,-0.31
295,19,-0.28,0.02
295,20,-0.03,0.27
295,21,-0.3,0.05
295,22,-0.36,-0.06
295,23,-0.03,-0.05
295,24,-0.2,-0.27
295,25,-0.24,-0.31
296,8,0.0,-0.33
296,9,17.0,-0.21
296,10,1.0,-0.23
296,11,-3.0,-0.29
296,12,-2.0,-0.31
296,13,-1.16,-0.28
296,14,-2.84,-0.32
296,15,0.03,-0.35
296,16,-0.74,-0.4
296,17,-0.27,-0.39
296,18,-0.62,-0.43
296,19,0.24,-0.33
296,20,-0.17,-0.37
296,21,-0.45,-0.4
296,22,0.53,-0.2
296,23,-0.41,-0.43
296,24,0.09,-0.37
296,25,-0.5,-0.5
297,9,-0.65,0.22
297,10,-0.54,-0.16
297,11,-1.82,-1.04
297,12,-1.37,-0.78
297,13,0.53,0.05
297,14,-1.38,-0.63
297,15,0.25,1.68
297,16,-0.51,0.24
297,17,-0.91,-0.54
297,18,-0.23,0.25
297,19,-0.58,-0.22
297,20,1.13,1.13
297,21,2.35,0.83
297,22,-0.44,-0.24
297,23,-0.84,-0.53
297,24,1.3,0.54
297,25,1.12,0.19
299,7,0.0,-0.79
299,15,-0.62,-0.61
299,16,-0.73,-0.75
299,17,-0.7,-0.76
299,18,-0.69,-0.76
299,19,-0.54,-0.22
299,20,-0.97,-0.64
299,21,0.41,0.81
299,22,-0.83,-0.64
299,23,-0.78,-0.61
299,24,-0.98,-0.68
299,25,-1.04,-0.51
301,7,0.0,0.0
301,10,1.34,0.79
301,11,4.8,4.5
301,12,1.06,1.17
301,13,3.06,0.39
301,14,0.6,0.18
301,15,-0.26,0.25
301,16,2.48,1.21
301,17,0.73,1.0
301,18,1.12,1.1
301,19,2.31,0.91
301,20,5.35,0.52
301,21,6.05,0.79
301,22,1.43,-0.01
301,23,1.92,-0.27
301,24,0.17,-0.49
301,25,-1.05,-0.5
302,7,-2.5,-0.47
302,8,1.44,-0.2
302,9,-0.08,0.04
302,10,-1.39,-0.4
302,11,-0.23,0.03
302,12,-0.27,-0.41
302,13,0.21,-0.28
302,14,-0.42,-0.53
302,15,-0.36,-0.33
302,16,-0.68,-0.47
302,17,-0.69,-0.46
302,18,-0.74,-0.54
302,19,0.1,-0.34
302,20,0.65,0.07
302,21,1.15,0.0
302,22,-0.62,-0.17
302,23,0.84,0.12
302,24,0.0,-0.09
302,25,-0.39,-0.29
303,7,3.0,-0.24
303,9,1.02,-0.1
303,10,5.35,0.98
303,11,-0.31,-0.7
303,12,-1.61,-0.49
303,13,-0.7,-0.65
303,14,0.53,1.18
303,15,-0.57,-0.12
303,16,-0.37,-0.09
303,17,0.23,0.16
303,18,-1.06,-0.28
303,19,-0.99,-0.49
303,20,-0.76,-0.28
303,21,-1.99,-0.33
303,22,-1.08,-0.34
303,23,-1.13,-0.17
303,24,-0.91,-0.04
303,25,-0.68,0.02
304,7,0.0,-0.44
304,8,-0.71,-0.42
304,9,2.09,-0.22
304,10,0.7,0.05
304,11,0.61,0.75
304,12,0.53,0.49
304,13,2.45,-0.3
304,14,6.57,0.17
304,15,4.06,0.14
304,16,4.51,0.39
304,17,3.03,0.36
304,18,3.76,0.92
304,19,6.32,0.82
304,20,3.33,1.06
304,21,3.16,1.18
304,22,6.86,2.22
304,23,7.4,2.41
304,24,7.31,2.07
304,25,8.01,1.68
305,10,1.77,0.6
305,11,0.35,0.23
305,12,-0.32,-0.23
305,13,0.38,0.72
305,14,-0.87,-0.53
305,15,-0.16,0.68
305,16,-0.71,-0.6
305,17,-0.45,-0.72
305,18,-0.53,-0.69
305,19,-0.29,-0.26
305,20,0.01,-0.02
305,21,-0.49,-0.63
305,22,-0.38,-0.5
305,23,-0.29,-0.35
305,24,-0.41,-0.64
305,25,-0.31,-0.32
306,8,-0.74,-0.42
306,10,-0.48,-0.4
306,12,-0.68,-0.41
306,13,-0.49,-0.42
306,14,-0.58,-0.39
306,15,-0.53,-0.48
306,16,-0.52,-0.39
306,17,-0.59,-0.45
306,18,-0.51,-0.44
306,19,-0.58,-0.51
306,20,-0.57,-0.45
306,21,-0.67,-0.47
306,22,-0.78,-0.37
306,23,-0.66,-0.31
306,24,-0.7,-0.36
306,25,-0.95,-0.4
307,7,1.34,1.24
307,8,0.0,0.82
307,9,1.59,0.66
307,10,-0.28,-0.19
307,11,0.69,0.25
307,12,1.27,1.0
307,13,-0.33,-0.4
307,14,-0.55,-0.35
307,15,2.05,0.57
307,16,10.86,0.78
307,17,5.6,1.66
307,18,10.31,0.35
307,19,12.17,0.86
307,20,26.49,0.59
307,21,43.99,-0.05
307,22,4.41,-0.24
307,23,0.95,-0.42
307,24,0.48,-0.26
307,25,0.15,-0.44
308,7,-1.05,-0.69
308,8,1.26,1.55
308,9,-0.41,-0.33
308,10,-0.45,0.08
308,11,-1.02,-0.29
308,12,-0.86,-0.23
308,13,-0.55,-0.31
308,14,-0.78,-0.6
308,15,-0.6,-0.39
308,16,0.04,-0.32
308,17,0.43,-0.29
308,18,-0.71,-0.65
308,19,-0.72,-0.63
308,20,0.54,0.02
308,21,0.85,-0.15
308,22,0.26,-0.28
308,23,0.35,-0.43
308,24,2.96,0.92
308,25,0.65,0.06
309,7,-0.44,0.27
309,8,4.64,3.82
309,9,1.7,2.68
309,10,2.57,4.75
309,11,7.03,13.3
309,12,9.08,15.57
309,13,7.58,13.69
309,14,2.44,5.08
309,15,1.01,2.5
309,16,1.27,2.98
309,17,2.25,4.25
309,18,1.14,2.65
309,19,1.37,2.95
309,20,0.53,1.64
309,21,0.32,1.1
309,22,0.71,1.57
309,23,1.52,1.91
309,24,1.62,2.0
309,25,2.35,2.57
310,7,0.0,-0.4
310,8,3.95,-0.2
310,9,4.35,-0.1
310,10,1.53,0.05
310,11,1.82,-0.09
310,12,5.5,0.56
310,13,3.46,0.38
310,14,2.42,0.17
310,15,-0.36,0.33
310,16,0.13,1.38
310,17,2.49,4.31
310,18,6.39,4.36
310,19,2.83,1.55
310,20,9.25,1.13
310,21,8.5,2.09
310,22,10.8,2.01
310,23,14.28,2.32
310,24,9.22,2.82
310,25,9.89,3.53
312,8,-0.83,-0.42
312,9,-1.1,-0.73
312,10,-0.53,-0.99
312,11,-0.91,-1.11
312,12,-0.51,-0.88
312,13,-0.29,-0.22
312,14,-0.32,-0.43
312,15,-0.67,-0.56
312,16,-0.55,-0.49
312,17,-0.63,-0.58
312,18,-0.6,-0.51
312,19,-0.68,-0.59
312,20,-0.51,-0.59
312,21,-0.56,-0.63
312,22,-0.56,-0.6
312,23,-0.61,-0.61
312,24,-0.62,-0.64
312,25,-0.6,-0.59
313,8,0.0,0.0
313,9,-0.36,-0.1
313,10,3.8,5.04
313,11,3.15,4.1
313,12,0.38,1.0
313,13,-0.33,-0.15
313,14,1.71,1.92
313,15,1.4,2.34
313,16,1.07,1.31
313,17,-0.61,-0.33
313,18,-1.46,-0.57
313,19,-0.9,-0.66
313,20,-2.01,-0.92
313,21,-1.41,-0.52
313,22,0.68,-0.19
313,23,-0.89,-0.41
313,24,-0.52,-0.52
313,25,0.16,0.32
314,9,-0.53,-0.53
314,11,0.09,-0.66
314,13,-1.5,-0.63
314,14,-1.12,-0.61
314,15,-0.73,-0.62
314,16,-0.63,-0.75
314,17,-0.58,-0.5
314,18,-0.94,-0.66
314,19,-0.62,-0.56
314,20,-1.02,-0.69
314,21,-0.95,-0.87
314,22,-0.8,-0.85
314,23,-1.06,-0.71
314,24,-1.4,-0.62
314,25,-2.04,-0.68
315,7,-0.73,-0.17
315,8,-0.72,0.2
315,9,-0.76,0.16
315,10,-0.84,-0.18
315,11,0.24,1.6
315,12,-0.97,-0.27
315,13,-0.99,0.36
315,14,-0.14,1.91
315,15,-0.53,0.95
315,16,-0.81,0.25
315,17,-0.72,0.49
315,18,-1.15,-0.36
315,19,-0.93,-0.39
315,20,-1.06,-0.41
315,21,-1.2,-0.48
315,22,-1.77,-0.56
315,23,-2.02,-0.61
315,24,-1.64,-0.58
315,25,-1.52,-0.49
316,7,-0.71,-0.37
316,13,-0.79,-0.36
316,14,-0.05,-0.2
316,15,-0.97,-0.45
316,16,-1.29,-0.35
316,17,-0.17,-0.27
316,18,-0.36,-0.21
316,19,-0.29,-0.3
316,20,-1.17,-0.37
316,21,-2.22,-0.44
316,22,-1.98,-0.43
316,23,-0.58,-0.29
316,24,-1.02,-0.37
316,25,-1.58,-0.4
317,9,-0.2,-0.09
317,10,0.44,-0.18
317,11,-0.18,-0.33
317,12,0.08,0.37
317,13,-0.23,0.1
317,14,-0.56,-0.3
317,15,-0.6,-0.28
317,16,-0.51,-0.29
317,17,-0.6,-0.41
317,18,-0.3,0.2
317,19,-0.42,0.14
317,20,-0.56,-0.03
317,21,-0.62,-0.23
317,22,-0.57,-0.28
317,23,-0.57,-0.17
317,24,-0.49,-0.07
317,25,-0.54,-0.23
318,8,-1.14,-1.13
318,10,-0.94,-0.29
318,11,-0.25,-0.04
318,12,0.03,0.35
318,13,1.43,1.34
318,14,-0.25,0.34
318,15,0.84,0.58
318,16,-1.76,-0.66
318,17,-1.53,0.12
318,18,0.48,0.71
318,19,4.39,4.65
318,20,1.41,2.27
318,21,3.07,3.01
318,22,3.1,5.2
318,23,1.47,2.45
318,24,1.16,2.23
318,25,0.6,1.62
319,9,-0.33,0.5
319,10,0.3,0.88
319,11,2.68,1.17
319,12,0.06,-0.27
319,13,0.08,-0.19
319,14,-0.15,-0.17
319,15,-0.46,-0.27
319,16,-0.14,-0.18
319,17,-0.43,-0.23
319,18,-0.65,-0.28
319,19,0.09,-0.18
319,20,-0.13,-0.19
319,21,0.05,-0.15
319,22,-0.13,-0.15
319,23,0.29,-0.1
319,24,0.03,-0.02
319,25,0.11,0.03
320,7,-0.79,-0.47
320,8,-0.59,-0.36
320,9,-0.18,-0.09
320,10,-0.99,-0.99
320,11,-1.3,-0.9
320,12,-1.22,-0.74
320,13,-0.53,-0.26
320,14,-0.46,-0.13
320,15,0.03,-0.07
320,16,-1.11,-0.4
320,17,-1.99,-0.63
320,18,-1.76,-0.68
320,19,-1.98,-0.64
320,20,-1.67,-0.81
320,21,-1.17,-0.62
320,22,-1.33,-0.64
320,23,-1.09,-0.62
320,24,-0.76,-0.55
320,25,-1.15,-0.59
321,8,-1.08,-0.8
321,9,-1.87,-1.31
321,10,-4.01,-0.73
321,11,-0.86,-0.72
321,12,-0.77,-0.5
321,13,-1.44,-0.67
321,14,-0.71,-0.54
321,15,-1.81,-0.36
321,16,-0.42,-0.23
321,17,-0.81,-0.25
321,18,-1.2,-0.31
321,19,-1.42,-0.32
321,20,-1.52,-0.37
321,21,-0.63,-0.26
321,22,-0.99,-0.33
321,23,-0.82,-0.25
321,24,-1.19,-0.28
321,25,-1.44,-0.3
322,9,3.93,4.37
322,10,0.62,2.22
322,11,1.42,2.93
322,12,1.28,1.19
322,13,-0.83,-0.52
322,14,0.99,0.61
322,15,1.31,1.21
322,16,-0.5,0.03
322,17,-0.47,0.45
322,18,-0.22,0.98
322,19,-0.54,0.06
322,20,-0.75,-0.05
322,21,-0.54,-0.01
322,22,-0.57,-0.08
322,23,-0.44,-0.13
322,24,-0.35,0.33
322,25,-0.56,-0.06
323,7,1.57,-0.23
