districtid,timeid,neighborhoodzscore,statezscore
561,6,-1.09,-0.91
561,7,-1.21,-1.06
562,3,-0.82,-0.28
562,4,-0.85,-0.4
562,5,-0.91,-0.52
562,6,-1.29,-0.59
562,7,-1.35,-0.69
563,2,-1.0,-0.29
563,3,-2.75,-0.84
563,4,-3.25,-0.6
563,5,-5.59,-1.25
563,6,-0.72,-0.8
563,7,7.64,1.93
564,2,0.0,-0.36
564,3,-1.06,-0.61
564,4,-0.8,-0.41
564,5,-0.29,-0.18
564,6,-0.37,-0.38
564,7,0.27,0.39
565,3,-0.94,-0.65
565,4,-1.25,-0.67
565,5,-1.29,-0.86
565,6,-0.61,-0.49
565,7,-1.85,-0.77
566,3,-0.6,-0.61
566,4,6.55,0.49
566,5,3.23,2.05
566,6,31.59,2.59
566,7,8.4,2.54
567,3,2.43,0.0
567,4,-4.0,2.0
567,5,-5.36,21.33
567,6,0.17,31.93
567,7,0.27,36.76
568,3,0.56,-0.21
568,4,-5.0,-0.34
568,5,1.97,-0.17
568,6,0.69,-0.37
568,7,1.69,-0.24
569,2,-1.0,-0.48
569,3,-1.62,-0.58
569,4,-1.06,0.19
569,5,0.2,2.08
569,6,0.01,0.69
569,7,-0.93,-0.24
570,3,0.62,1.15
570,4,-1.1,-0.59
570,5,-3.22,-0.78
570,6,-7.0,-0.78
570,7,8.0,-0.49
571,2,1.74,0.36
571,3,1.52,1.37
571,4,1.01,2.8
571,5,4.79,8.5
571,6,3.61,4.73
571,7,9.6,8.63
572,3,-0.13,-0.24
572,4,-1.53,-0.55
572,5,0.62,-0.35
572,6,-0.81,-0.59
572,7,-0.78,-0.53
573,3,-0.7,-0.7
573,4,-1.09,-0.36
573,5,-0.74,-0.17
573,6,-0.23,0.37
573,7,-0.23,0.27
574,3,-1.62,-0.41
574,4,-1.36,-0.78
574,5,-1.2,-0.32
574,6,-1.58,-0.44
574,7,-1.1,-0.36
575,2,0.0,-0.71
575,3,-0.41,0.53
575,4,-1.21,-0.91
575,5,1.16,-0.09
575,6,0.62,1.0
575,7,2.66,1.45
576,3,6.46,7.7
576,4,-0.53,-0.21
576,5,-0.49,-0.16
576,6,-0.62,-0.22
576,7,-0.35,-0.25
577,2,-1.45,-0.31
577,3,-0.8,-0.06
577,4,-0.59,0.35
577,5,-0.67,0.1
577,6,-0.64,0.23
577,7,-0.56,0.36
578,3,-0.79,-0.41
578,4,-0.54,-0.32
578,5,-0.57,-0.37
578,6,3.07,0.89
578,7,1.86,0.67
579,3,-0.35,-0.41
579,4,23.78,8.94
579,5,27.37,22.66
579,6,7.57,7.84
579,7,6.59,9.79
580,2,-0.42,0.37
580,3,-0.74,-0.42
580,4,-0.81,-0.42
580,5,-0.5,-0.16
580,6,-0.55,-0.29
580,7,-0.57,-0.28
582,3,-0.58,-0.31
582,4,0.32,0.25
582,5,-0.38,-0.04
582,6,-0.55,-0.41
582,7,-0.68,-0.48
583,2,0.0,-0.35
583,3,1.65,-0.23
583,4,0.0,-0.33
583,5,4.34,0.68
583,6,2.45,1.3
583,7,3.37,1.71
584,3,-0.82,-0.58
584,4,-1.22,-0.42
584,5,3.01,0.46
584,6,2.16,1.14
584,7,0.53,0.28
585,3,-0.05,-0.17
585,4,2.07,-0.26
585,5,-0.98,-0.53
585,6,-0.92,-0.49
585,7,-1.05,-0.74
586,3,-0.94,-0.65
586,4,-0.49,-0.24
586,5,-0.46,-0.23
586,6,-0.51,-0.43
586,7,-0.52,-0.42
587,2,0.0,-0.31
587,3,2.94,-0.2
587,4,0.27,-0.21
587,5,-1.07,-0.55
587,6,-1.21,-0.61
587,7,-1.75,-0.81
588,3,-1.11,-0.74
588,4,-0.61,-0.41
588,5,-2.03,-0.78
588,6,-1.55,-0.84
588,7,-0.35,-0.42
589,3,-1.23,-0.37
589,4,0.0,-0.52
589,5,-0.65,-0.41
589,6,0.05,1.01
589,7,-0.78,-0.18
590,2,3.0,-0.04
590,3,-0.21,0.03
590,4,-0.91,-0.27
590,5,-0.73,-0.42
590,6,-0.21,0.1
590,7,0.24,0.3
591,2,0.0,0.0
591,3,-0.12,-0.37
591,4,-1.34,-0.52
591,5,3.92,1.22
591,6,3.49,4.04
591,7,41.87,18.27
592,2,-1.31,-0.82
592,3,-0.45,-0.31
592,4,-0.8,-0.42
592,5,-0.55,-0.35
592,6,0.57,-0.04
592,7,0.56,0.11
593,3,-0.36,-0.25
593,4,-0.37,-0.37
593,5,-1.51,-0.55
593,6,-1.91,-0.65
593,7,-1.67,-0.51
594,4,-0.88,-0.78
594,5,-0.88,-0.27
594,6,-0.65,-0.37
594,7,-0.64,-0.32
595,2,0.0,-0.81
595,3,-1.7,-0.9
595,4,-0.56,-0.41
595,5,0.25,-0.17
595,6,-0.56,-0.69
595,7,-0.62,-0.56
596,2,0.0,-0.65
596,3,0.16,-0.31
596,4,-0.53,-0.42
596,5,-0.49,0.35
596,6,-0.3,0.04
596,7,-0.33,-0.02
597,3,-0.43,-0.23
597,4,-0.65,-0.46
597,5,0.93,1.12
597,6,-0.92,-0.99
597,7,-0.63,-0.78
598,3,-1.02,-0.43
598,4,7.22,0.33
598,5,4.35,0.78
598,6,0.56,0.18
598,7,1.69,0.35
599,2,1.11,2.88
599,3,0.8,-0.44
599,4,0.67,-0.25
599,5,4.13,0.93
599,6,-0.69,-0.47
599,7,-0.17,-0.43
600,3,-1.7,-0.94
600,4,-0.82,-0.7
600,5,0.14,-0.55
600,6,-1.7,-0.89
600,7,-2.4,-0.9
601,2,-1.06,-0.54
601,3,1.09,1.36
601,4,-0.59,-0.74
601,5,-0.54,-0.46
601,6,-0.89,-0.9
601,7,-1.0,-0.98
602,3,1.97,0.31
602,4,19.5,0.35
602,5,-1.05,-0.32
602,6,-0.5,-0.25
602,7,-0.89,-0.28
603,2,1.0,0.27
603,3,-0.58,-0.61
603,4,1.06,0.2
603,5,-0.1,-0.51
603,6,0.46,0.49
603,7,0.5,0.49
604,3,-0.51,-0.33
604,4,0.18,0.07
604,5,-0.55,-0.32
604,6,-0.21,-0.05
604,7,1.77,0.52
605,3,-0.64,-0.17
605,4,-1.07,-0.06
605,5,-1.85,-0.74
605,6,1.48,0.36
605,7,-1.65,-0.38
606,4,0.0,1.58
606,5,0.0,2.41
606,6,0.0,-0.88
606,7,0.0,1.22
607,2,-2.83,-0.36
607,3,97.14,0.1
607,4,0.17,-0.23
607,5,4.78,-0.12
607,6,10.49,1.46
607,7,3.66,0.43
608,3,-0.62,-0.65
608,4,0.21,1.17
608,5,-0.6,-0.38
608,6,-0.27,0.18
608,7,-0.78,-0.45
609,3,-1.51,-0.9
609,4,-2.38,-0.65
609,5,-0.61,-0.24
609,6,-1.17,-0.69
609,7,-0.82,-0.38
610,3,-1.41,-1.07
610,4,-0.28,-0.39
610,5,0.81,-0.06
610,6,0.53,-0.17
610,7,-0.58,-0.23
611,2,3.0,0.11
611,3,3.28,0.94
611,4,-0.26,-0.08
611,5,-3.64,-0.68
611,6,-1.13,-0.55
611,7,-1.35,-0.5
613,2,-0.64,-0.31
613,3,-5.14,-0.31
613,4,-1.32,-0.42
613,5,0.28,-0.12
613,6,2.7,0.9
613,7,0.99,0.27
614,2,-0.94,-0.54
614,3,-0.45,-0.57
614,4,0.61,1.25
614,5,-0.54,-0.22
614,6,-0.77,-0.56
614,7,-1.06,-0.98
615,2,-0.39,-0.39
615,3,0.58,0.1
615,4,-1.12,-1.02
615,5,-0.42,0.06
615,6,-0.91,-0.28
615,7,-0.26,0.26
616,2,-0.7,-0.3
616,3,-0.48,-0.2
616,4,-0.61,-0.34
616,5,-0.55,-0.26
616,6,-0.42,0.14
616,7,-0.33,0.36
617,3,-0.76,-0.42
617,4,-0.56,-0.42
617,5,0.84,-0.04
617,6,-0.16,-0.25
617,7,0.0,-0.3
618,3,-0.72,-0.65
618,4,1.07,-0.2
618,5,-0.51,-0.8
618,6,-0.45,-0.49
618,7,-0.41,-0.43
619,3,-0.23,-0.1
619,4,-0.49,-0.33
619,5,-0.46,-0.29
619,6,-0.28,-0.25
619,7,-0.15,-0.08
621,3,-0.64,-0.42
621,4,-0.45,-0.23
621,5,-0.62,-0.5
621,6,-0.59,-0.45
621,7,-0.55,-0.57
622,4,0.0,-0.61
622,5,0.0,0.87
622,6,0.0,-0.18
624,2,0.0,-0.82
624,3,-0.55,-0.21
624,4,0.5,-0.42
624,5,-0.59,-0.47
624,6,0.91,-0.14
624,7,-1.19,-0.55
625,3,0.0,-0.35
625,4,-0.07,-0.18
625,5,-0.07,0.33
625,6,-0.61,-0.44
625,7,3.18,0.7
626,3,-0.77,-0.42
626,4,-0.77,-0.42
626,5,0.22,-0.26
626,6,-1.36,-0.52
626,7,-0.66,-0.42
627,3,1.22,-0.48
627,4,-0.68,-0.27
627,5,-1.36,-0.62
627,6,-0.89,-0.19
627,7,-1.22,-0.4
628,2,-0.71,-0.71
628,3,2.71,-0.01
628,4,-0.47,-0.58
628,5,-0.71,-0.56
628,6,-0.27,-0.67
628,7,-0.61,-0.53
629,3,-1.25,-0.65
629,4,1.5,-0.04
629,5,-1.67,-0.81
629,6,-1.65,-0.74
629,7,-1.08,-0.45
630,3,0.04,0.0
630,4,-0.47,-0.13
630,5,-0.49,-0.38
630,6,-0.71,-0.45
630,7,-0.68,-0.26
631,5,-0.44,-0.56
631,6,-0.57,-0.42
631,7,-0.71,-0.47
632,3,-0.44,-0.13
632,4,-0.5,-0.68
632,5,-0.41,-0.03
632,6,-0.54,-0.84
632,7,-0.68,-0.71
633,3,-0.5,-0.31
633,4,-0.62,-0.42
633,5,-0.59,-0.35
633,6,0.06,0.5
633,7,0.42,0.8
634,5,-0.82,-0.68
634,6,17.98,2.68
636,3,-0.57,-0.31
636,4,0.5,-0.42
636,5,-0.27,-0.32
636,6,0.05,-0.16
636,7,-1.1,-0.55
637,2,-1.0,-0.41
637,3,-0.5,-0.27
637,4,3.64,2.42
637,5,0.65,1.08
637,6,-0.69,-0.59
637,7,-0.17,0.26
638,3,-0.38,0.24
638,4,-0.51,-0.06
638,5,-0.19,-0.31
638,6,0.38,-0.44
638,7,-1.5,-0.44
639,2,0.0,-0.32
639,3,-4.33,-0.29
639,4,-1.4,-0.44
639,5,-1.0,-0.54
639,6,-0.75,-0.53
639,7,-1.31,-0.61
640,3,-0.13,-0.1
640,4,-0.55,-0.42
640,5,-0.6,-0.5
640,6,-1.07,-0.39
640,7,-1.2,-0.55
641,3,-0.43,-0.59
641,4,-0.76,-0.68
641,5,-1.27,-0.49
641,6,-1.45,-0.62
641,7,-1.59,-0.37
642,3,-17.0,-0.55
642,4,9.0,0.21
642,5,-2.74,-0.66
642,6,-0.56,-0.1
642,7,-1.09,-0.6
643,3,-1.02,-0.43
643,4,-0.57,-0.46
643,5,3.12,-0.74
643,6,-0.11,0.03
643,7,-0.12,-0.71
644,2,-1.0,0.25
644,3,-0.71,-0.54
644,4,0.88,-0.15
644,5,-0.81,-0.46
644,6,-0.56,-0.25
644,7,-0.84,-0.35
645,3,-1.37,-0.61
645,4,-0.71,-0.41
645,5,-0.7,-0.48
645,6,-0.64,-0.28
645,7,-0.57,-0.07
646,3,-1.52,-0.23
646,4,-0.27,-0.17
646,5,-0.9,-0.43
646,6,-1.75,-0.64
646,7,-1.35,-0.74
648,3,-0.57,-0.01
648,4,0.74,-0.15
648,5,-0.9,-0.2
648,6,-1.86,-0.34
648,7,-3.11,-0.72
649,3,0.12,0.31
649,4,-0.46,-0.68
649,5,1.82,7.19
649,6,0.14,1.15
649,7,0.79,6.05
650,2,0.12,-0.16
650,3,-0.36,-0.24
650,4,-0.41,-0.39
650,5,-0.34,-0.11
650,6,-0.43,-0.22
650,7,-0.27,0.09
651,3,-1.38,-0.61
651,4,-0.36,-0.27
651,5,-0.31,-0.31
651,6,1.52,-0.21
651,7,4.25,-0.15
652,2,-1.0,-0.68
652,3,9.18,0.48
652,4,0.34,-0.14
652,5,-0.21,-0.33
652,6,0.9,1.11
652,7,0.45,0.26
654,3,-1.55,-0.6
654,4,-0.49,0.58
654,5,-0.71,0.46
654,6,-0.71,0.4
654,7,-0.67,0.53
657,5,-0.7,-0.28
657,6,-0.9,-0.63
657,7,-0.99,-0.5
661,3,0.0,0.18
661,4,0.0,-0.29
661,5,0.0,-0.63
661,6,0.0,-0.64
661,7,0.0,-0.41
663,3,0.0,0.0
663,4,0.0,0.0
663,5,0.0,-1.04
663,6,0.0,-0.63
664,6,-0.71,-0.63
664,7,-0.71,-0.5
665,2,0.0,-0.56
665,3,-1.28,-1.22
665,4,-1.09,-1.6
665,5,1.14,-1.27
665,6,3.95,0.81
665,7,1.56,-0.61
666,2,-0.82,-0.48
666,3,0.08,0.19
666,4,5.62,2.45
666,5,3.17,5.26
666,6,3.75,1.83
666,7,7.75,0.91
667,4,-0.93,-0.32
667,5,-0.59,-0.15
667,6,-0.65,-0.48
667,7,-0.59,-0.5
668,3,0.26,0.29
668,4,-0.42,-0.41
668,5,-0.47,-0.16
668,6,-0.19,-0.48
668,7,-0.46,-0.27
669,2,0.0,3.25
669,3,0.29,0.02
669,4,-0.64,-0.65
669,5,3.03,0.18
669,6,-1.83,-0.67
669,7,-0.3,-0.39
670,3,0.58,0.53
670,4,1.66,0.39
670,5,0.27,-0.0
670,6,-0.6,-0.12
670,7,-0.81,0.07
671,2,0.0,0.0
671,3,-0.99,-0.58
671,4,0.93,-0.22
671,5,-0.93,-0.37
671,6,-1.98,-0.7
671,7,5.01,-0.1
672,2,0.0,-0.19
672,3,111.34,0.7
672,4,59.29,4.87
672,5,34.82,6.96
672,6,33.79,5.05
672,7,42.18,5.43
673,3,-0.42,-0.21
673,4,-0.48,-0.38
673,5,-0.29,-0.06
673,6,-0.65,-0.38
673,7,-0.69,-0.4
674,3,-0.75,-0.41
674,4,-0.44,-0.22
674,5,-0.78,-0.37
674,6,-0.38,-0.49
674,7,-0.68,-0.41
677,3,-0.75,-0.24
677,4,-1.04,-0.44
677,5,-1.42,-0.64
677,6,-1.36,-0.67
677,7,-1.31,-0.51
678,2,-0.91,-0.03
678,3,-1.0,-0.9
678,4,-1.0,-0.27
678,5,-0.84,-0.48
678,6,-1.94,-1.12
678,7,-1.22,-0.72
679,4,0.0,-0.48
679,5,0.09,0.01
679,6,0.0,0.39
679,7,3.0,0.09
680,3,-0.66,-0.77
680,4,0.06,-0.27
680,5,-0.47,-0.41
680,6,-0.01,0.1
680,7,-0.52,-0.28
682,2,2.23,0.42
682,3,2.56,1.76
682,4,3.61,6.42
682,5,0.62,2.35
682,6,0.84,2.31
682,7,0.14,1.36
683,3,-0.93,-0.23
683,4,0.41,-0.24
683,5,0.46,-0.26
683,6,-0.24,-0.23
683,7,-0.51,-0.3
684,3,-0.93,-0.23
684,4,-0.1,-0.11
684,5,1.1,0.8
684,6,-0.24,-0.41
684,7,-0.37,-0.49
685,2,-1.03,-0.36
685,3,-0.59,0.09
685,4,-0.63,0.12
685,5,-0.91,1.1
685,6,-0.99,0.54
685,7,-1.2,0.4
686,2,0.0,-0.54
686,3,-0.8,-0.25
686,4,-1.43,-0.7
686,5,2.64,7.64
686,6,7.37,2.15
686,7,12.25,5.42
687,3,0.0,-0.23
687,4,-0.18,-0.26
687,5,-0.74,-0.62
687,6,0.52,-0.28
687,7,0.14,-0.32
689,3,-0.15,-0.58
689,4,-1.48,-0.83
689,5,-1.4,-0.44
689,6,-0.83,-0.41
689,7,-0.6,-0.18
690,3,0.45,-0.21
690,4,-0.17,-0.13
690,5,-1.34,-0.5
690,6,-0.8,-0.33
690,7,-0.74,-0.38
692,4,-1.0,-0.48
692,5,-1.18,-0.68
692,6,-0.71,-0.42
692,7,-1.0,0.01
693,3,6.17,-0.15
693,4,1.65,-0.19
693,5,0.13,0.33
693,6,-0.16,-0.3
693,7,-0.35,-0.23
694,3,0.5,-0.22
694,4,0.47,-0.25
694,5,-0.43,-0.52
694,6,-0.53,-0.44
694,7,0.1,0.14
695,2,-0.71,-0.32
695,3,-0.64,-0.65
695,4,-0.75,-0.67
695,5,-0.74,-0.84
695,6,-0.25,-0.13
695,7,-0.54,-0.34
696,3,0.0,-5.0
696,4,12.65,14.07
696,5,-1.61,-0.59
696,6,2.68,2.09
696,7,-1.0,-1.08
697,2,-0.98,-0.41
697,3,1.82,0.3
697,4,0.14,-0.33
697,5,0.94,0.22
697,6,0.52,-0.19
697,7,-0.02,-0.58
699,2,0.75,0.0
699,3,1.27,0.55
699,4,7.14,6.06
699,5,-0.76,-0.41
699,6,-0.35,0.23
699,7,1.91,1.77
700,3,6.08,0.98
700,4,0.54,-0.29
700,5,0.57,-0.05
700,6,-0.11,-0.07
700,7,-0.17,0.03
701,3,0.59,-0.12
701,4,-1.47,-0.28
701,5,1.56,0.07
701,6,-0.83,-0.39
701,7,-1.34,-0.27
702,2,1.71,0.89
702,3,-0.03,0.52
702,4,-0.38,-0.23
702,5,-0.4,-0.29
702,6,-0.28,-0.04
702,7,-0.31,0.05
704,3,-0.72,-0.42
704,4,-0.7,-0.42
704,5,-0.68,-0.5
704,6,-0.67,-0.52
704,7,-0.64,-0.55
705,3,-2.84,-1.08
705,4,1.18,2.72
705,5,0.78,0.43
705,6,0.22,1.41
705,7,-0.26,0.57
706,3,-0.91,-0.48
706,4,-0.87,-0.27
706,5,-0.99,-0.45
706,6,-0.86,-0.31
706,7,-0.81,-0.37
707,3,-0.33,-0.47
707,4,0.0,-0.45
707,5,-0.91,-1.06
707,6,-33.0,-0.59
707,7,-4.44,-0.91
708,6,-3.0,-0.59
709,4,0.0,-0.48
709,5,-0.64,-0.68
709,6,-0.38,-0.26
709,7,-1.06,-0.47
710,5,0.15,-0.45
710,6,-1.3,-0.59
710,7,-0.77,-0.47
711,3,-1.0,-0.58
711,4,1.0,-0.32
711,5,-0.89,-0.37
711,6,-0.83,-0.7
711,7,-0.81,-0.5
712,3,4.37,1.03
712,4,-0.83,-0.42
712,5,-1.29,-0.57
712,6,-0.66,-0.88
712,7,-0.45,-0.65
713,3,-0.1,-0.41
713,4,0.87,0.05
713,5,-0.86,-0.23
713,6,-0.57,-0.38
713,7,0.47,-0.21
714,3,-0.25,-0.45
714,4,-0.32,-0.56
714,5,-0.56,-0.69
714,6,0.01,-0.14
714,7,0.17,-0.06
715,2,33.0,-0.1
715,3,64.49,0.31
715,4,10.74,0.6
715,5,19.71,0.95
715,6,19.66,1.49
715,7,17.3,1.24
716,2,0.0,-0.71
716,3,-1.96,-0.76
716,4,0.77,2.0
716,5,-0.38,0.52
716,6,-0.87,-0.15
716,7,-1.12,-0.56
717,3,-1.05,-0.23
717,4,-0.72,-0.05
717,5,-0.93,-0.23
717,6,-0.78,-0.64
717,7,-0.93,-0.63
718,2,0.0,0.74
718,3,0.88,1.08
718,4,0.71,-0.03
718,5,0.49,0.42
718,6,19.74,1.62
718,7,7.37,0.72
719,3,-0.78,-0.23
719,4,-0.42,-0.13
719,5,-0.6,0.27
719,6,-0.78,-0.24
719,7,-0.7,-0.03
720,3,-0.37,0.21
720,4,-0.82,-0.42
720,5,-0.52,-0.16
720,6,-0.34,0.07
720,7,-0.45,-0.16
721,2,-0.57,-0.17
721,3,-0.1,0.83
721,4,5.48,0.04
721,5,-0.78,-0.16
721,6,-0.93,-0.38
721,7,-1.04,-0.4
723,2,0.0,-0.34
723,3,-1.48,-0.23
723,4,-0.36,-0.18
723,5,1.07,0.12
723,6,-0.32,0.03
723,7,-1.23,-0.14
724,3,-0.88,-0.22
724,4,-0.36,-0.18
724,5,2.36,1.15
724,6,0.7,-0.35
724,7,1.34,-0.28
725,2,-1.0,-0.56
725,3,-0.47,-1.22
725,4,-0.27,-0.75
725,5,1.17,0.52
725,6,0.19,-0.44
725,7,0.41,-0.09
726,3,0.7,-1.22
726,4,0.14,-1.16
726,5,0.03,-1.32
726,6,0.2,-0.75
726,7,0.85,-0.48
730,3,-1.04,-0.34
730,4,-1.14,-0.43
730,5,-0.87,-0.54
730,6,-0.9,-0.84
730,7,-0.67,-0.59
731,2,-1.82,-0.32
731,3,-0.55,-0.32
731,4,-1.08,-0.44
731,5,-1.09,-0.52
731,6,-1.65,-0.84
731,7,-0.96,-0.64
732,3,0.0,-0.58
732,4,-0.9,-0.7
732,5,0.78,0.48
732,6,-0.89,-1.52
732,7,-0.95,-1.4
734,3,-1.0,-0.57
734,4,0.0,-0.58
734,5,1.51,-0.1
734,6,0.65,0.34
734,7,0.94,-0.18
735,2,-1.0,-0.46
735,3,1.0,1.3
735,4,-4.31,-1.37
735,5,0.43,0.44
735,6,0.61,1.23
735,7,0.44,1.0
736,4,0.0,-0.58
736,5,-1.12,-0.28
736,6,-1.6,-0.63
736,7,-0.97,-0.35
737,4,0.0,4.98
737,5,-3.4,-0.68
737,6,2.45,0.73
737,7,-0.93,-0.39
739,3,0.0,-0.57
739,5,-0.49,-0.28
739,6,-0.66,-0.63
739,7,-0.58,-0.5
740,4,0.0,-0.48
740,5,8.0,0.12
740,6,-0.53,-0.42
740,7,4.95,0.48
742,3,0.0,-0.47
742,4,0.0,-0.45
742,5,0.0,4.87
742,6,0.0,16.69
742,7,0.0,12.51
743,4,-1.22,-0.52
743,5,-0.62,-0.36
743,6,-2.14,-0.88
745,3,-1.33,-0.43
745,4,-1.28,-0.52
745,5,-1.29,-0.82
745,6,-0.55,-0.15
745,7,-0.8,-0.4
746,2,1.57,-0.24
746,3,-0.69,-0.34
746,4,-0.56,-0.43
746,5,2.07,-0.41
746,6,-0.7,-0.76
746,7,-0.27,-0.56
747,4,-0.44,-0.28
747,5,-0.36,-0.36
747,6,-0.82,-0.65
