districtid,timeid,neighborhoodzscore,statezscore
316,2,-0.71,-0.82
316,3,-0.44,-0.31
316,4,-0.37,-0.33
316,5,-0.73,-0.32
316,6,-2.36,-0.54
316,7,-0.53,-0.38
317,3,0.63,0.16
317,4,-0.36,-0.18
317,5,-0.55,-0.18
317,6,-0.47,-0.2
317,7,-0.56,-0.22
318,3,0.25,0.32
318,4,0.54,0.58
318,5,-1.17,-0.34
318,6,1.27,2.3
318,7,0.22,0.97
319,3,1.13,0.06
319,4,0.14,-0.2
319,5,-0.21,-0.21
319,6,0.2,0.01
319,7,0.04,0.03
320,3,0.2,-0.1
320,4,-0.79,-0.32
320,5,-0.87,-0.65
320,6,-0.53,-0.48
320,7,-1.37,-0.61
321,3,-0.62,-0.47
321,4,2.24,0.15
321,5,-1.8,-0.31
321,6,-1.81,-0.45
321,7,-0.84,-0.25
322,3,0.33,0.03
322,4,-0.52,-0.52
322,5,-1.38,-0.71
322,6,0.59,1.14
322,7,-0.61,-0.39
323,2,1.37,-0.25
323,3,1.27,-0.32
323,4,2.82,-0.43
323,5,-2.37,-0.56
323,6,-0.37,-0.71
323,7,-0.98,-0.64
324,3,0.56,-0.02
324,4,-0.84,-0.43
324,5,0.83,0.08
324,6,2.19,0.51
324,7,1.34,0.09
326,2,-1.0,-0.82
326,3,-1.03,-0.42
326,4,1.82,-0.13
326,5,5.26,0.08
326,6,-0.52,-0.43
326,7,0.61,-0.24
327,2,-0.33,-0.44
327,3,0.05,0.06
327,4,-0.35,-0.45
327,5,0.17,-0.41
327,6,-0.33,-0.48
327,7,0.61,0.69
328,3,0.59,1.55
328,4,-0.61,0.13
328,5,-0.62,0.24
328,6,-1.77,-0.25
328,7,-1.34,-0.12
329,2,0.0,0.54
329,3,0.43,-0.25
329,4,-1.11,-0.7
329,5,-1.04,-0.46
329,6,-0.92,-1.73
329,7,-1.11,-1.3
332,2,0.73,0.71
332,3,14.84,7.78
332,4,21.48,4.53
332,5,5.51,3.16
332,6,24.25,6.18
332,7,22.54,7.46
333,2,0.0,0.2
333,3,2.23,0.0
333,4,2.61,-0.04
333,5,25.28,0.94
333,6,30.77,2.11
333,7,11.83,1.77
335,2,20.34,0.74
335,3,8.99,2.29
335,4,1.02,1.1
335,5,3.01,3.11
335,6,5.84,4.98
335,7,5.5,5.07
336,2,0.0,-0.41
336,3,-0.81,-0.55
336,4,-1.07,-0.67
336,5,-1.02,-0.5
336,6,-1.33,-0.73
336,7,-0.74,-0.25
337,2,-0.6,-0.44
337,3,0.08,0.06
337,4,0.62,1.69
337,5,-0.39,-0.2
337,6,4.82,2.33
337,7,1.72,2.81
338,2,0.0,-0.36
338,3,-0.97,-0.61
338,4,0.98,0.16
338,5,1.02,-0.2
338,6,0.27,-0.31
338,7,-0.38,-0.39
339,2,1.27,-0.09
339,3,-0.25,-0.31
339,4,0.8,-0.11
339,5,1.85,0.12
339,6,1.4,0.57
339,7,1.02,-0.15
340,3,-0.6,-0.32
340,4,-0.82,-0.39
340,5,-1.18,-0.51
340,6,-0.84,-0.63
340,7,-0.92,-0.59
341,3,-2.0,-0.75
341,4,-0.51,-0.49
341,5,0.08,-0.35
341,6,1.62,-0.04
341,7,0.22,-0.42
342,3,0.18,-0.11
342,4,3.08,0.01
342,5,8.97,0.55
342,6,12.73,5.21
342,7,16.63,11.58
343,3,0.19,-0.26
343,4,8.02,-0.09
343,5,0.41,0.05
343,6,1.62,1.23
343,7,1.11,1.1
344,2,0.0,0.0
344,4,2.63,5.38
344,5,-0.98,-0.53
344,6,-0.58,-0.75
344,7,-1.35,-0.44
345,3,0.9,-0.33
345,4,-0.73,-0.91
345,5,-0.37,-0.37
345,6,-0.47,-0.67
345,7,0.13,-0.45
347,3,6.31,2.19
347,4,45.0,2.08
347,5,-0.84,-0.37
347,6,-0.9,-0.53
347,7,-0.58,-0.46
348,2,-0.43,-0.04
348,3,0.87,0.94
348,4,0.55,-0.03
348,5,-0.3,0.02
348,6,-0.65,-0.48
348,7,-0.51,-0.19
350,2,3.0,-0.07
350,3,2.22,0.53
350,4,-0.91,-0.8
350,5,-0.92,-0.56
350,6,-0.95,-0.67
350,7,-0.48,-0.27
351,3,-1.34,-0.42
351,4,-0.95,-0.42
351,5,-1.06,-0.32
351,6,2.62,0.17
351,7,1.78,0.23
352,2,16.0,7.09
352,3,-0.51,-0.28
352,4,-0.53,-0.3
352,5,-1.48,-0.79
352,6,-0.65,-0.71
352,7,-0.86,-0.89
353,2,4.62,0.0
353,3,2.44,0.69
353,4,-0.66,-0.67
353,5,0.29,-0.11
353,6,-0.14,-0.13
353,7,0.26,0.08
354,2,0.0,-0.36
354,3,2.83,-0.1
354,4,3.2,0.39
354,5,3.43,-0.01
354,6,2.68,0.13
354,7,3.9,0.08
355,3,-0.94,-0.75
355,4,1.22,-0.44
355,5,-1.94,-0.62
355,6,-1.39,-1.04
355,7,-2.83,-0.92
356,2,0.0,-0.79
356,3,-1.21,-1.07
356,4,-0.46,-0.52
356,5,-0.92,-0.7
356,6,0.28,-0.11
356,7,-0.78,-0.21
357,3,-0.03,-0.08
357,4,-0.93,-0.67
357,5,-0.6,-0.68
357,6,-0.47,-0.46
357,7,-1.02,-0.38
358,3,-1.14,-0.58
358,4,-0.87,-0.36
358,5,-0.74,-0.57
358,6,-0.78,-0.37
358,7,-1.18,-0.8
360,2,24.76,14.99
360,3,13.28,7.35
360,4,13.65,3.49
360,5,4.17,3.01
360,6,3.9,1.53
360,7,11.42,2.6
363,3,-0.58,-0.28
363,4,3.27,-0.29
363,5,-0.45,-0.33
363,6,-0.18,-0.14
363,7,-0.3,-0.23
364,2,-5.67,0.25
364,3,-0.31,-0.54
364,4,1.0,-0.04
364,5,-0.88,-0.61
364,6,-2.41,-0.91
364,7,-1.98,-0.94
365,3,-0.23,-0.43
365,4,0.27,-0.2
365,5,-0.82,-0.74
365,6,-1.27,-0.65
365,7,-0.86,-0.46
367,2,-1.17,-0.56
367,3,0.55,0.95
367,4,-0.46,-0.21
367,5,-0.06,-0.1
367,6,0.38,-0.16
367,7,-0.38,-0.23
368,3,-0.11,-0.19
368,4,-0.92,-0.78
368,5,0.43,-0.21
368,6,0.58,-0.3
368,7,-0.64,-0.5
369,4,-1.24,-0.55
369,5,-2.37,-0.62
369,6,-13.88,-1.01
369,7,-7.67,-0.84
370,2,3.0,-0.31
370,3,-0.55,-0.22
370,4,2.25,-0.09
370,5,-1.24,-0.67
370,6,-0.74,-0.45
370,7,-0.31,-0.2
373,5,-0.96,-0.68
373,6,-0.59,-0.59
376,3,-0.31,0.23
376,4,-0.71,-0.78
376,5,-0.47,-0.14
376,6,-1.0,-0.69
376,7,-0.5,-0.49
378,3,2.25,2.79
378,4,1.0,2.72
378,5,-0.21,0.28
378,6,-0.59,0.24
378,7,-0.36,0.57
379,3,-0.22,-0.48
379,4,-0.95,-0.41
379,5,-0.17,-0.17
379,6,-0.55,-0.53
379,7,-0.63,-0.47
380,2,0.0,0.0
380,3,1.07,0.74
380,4,12.33,2.11
380,5,-1.04,-1.15
380,6,0.43,-0.59
380,7,0.9,0.22
381,2,-1.0,-0.36
381,3,-2.0,-0.61
381,4,-0.69,-0.32
381,5,-0.42,-0.25
381,6,-0.64,-0.62
381,7,-0.25,-0.18
382,2,0.0,-0.04
382,3,-0.43,-0.48
382,4,8.38,0.39
382,5,26.67,3.25
382,6,16.92,2.14
382,7,15.23,2.13
383,3,-1.25,-0.22
383,4,-0.3,-0.25
383,5,-1.73,0.12
383,6,-1.03,-0.31
383,7,-1.22,-0.5
384,2,-0.29,-0.13
384,3,-1.18,-0.9
384,4,-0.32,-0.27
384,5,-0.97,-0.57
384,6,-0.71,-0.51
384,7,-1.34,-0.56
385,3,0.0,-1.0
385,4,1.6,0.33
385,5,-2.36,-0.82
385,6,-34.2,-0.88
385,7,-3.97,-0.89
386,3,-0.91,-0.65
386,4,-0.98,-0.67
386,5,0.89,-0.53
386,6,0.18,-0.51
386,7,-1.03,-0.54
387,2,-1.22,0.0
387,3,-0.53,0.0
387,4,-0.92,0.0
387,5,-0.51,0.0
387,6,-1.27,0.0
387,7,-0.27,0.0
390,3,0.52,-0.38
390,4,3.19,0.08
390,5,1.01,-0.14
390,6,1.56,1.86
390,7,2.17,1.79
391,3,-0.58,-0.23
391,4,-1.66,-0.29
391,5,-2.52,-0.62
391,6,-2.35,-0.53
391,7,-2.32,-0.68
392,2,-1.0,-1.16
392,3,0.5,1.92
392,4,-1.02,-0.33
392,5,-0.36,-0.56
392,6,-0.16,-0.11
392,7,0.47,0.64
393,3,-0.71,-0.48
393,4,-0.8,-0.41
393,5,-0.93,-0.66
393,6,-0.79,-0.64
393,7,-0.35,-0.44
394,3,-0.53,-0.58
394,4,0.69,-0.41
394,5,-0.48,-0.46
394,6,1.16,0.1
394,7,-0.36,-0.35
395,3,-1.02,-0.65
395,4,1.22,1.75
395,5,0.87,-0.26
395,6,-1.71,-0.67
395,7,0.41,0.36
396,3,-1.22,-0.42
396,4,1.29,-0.13
396,5,-0.53,-0.38
396,6,-0.4,-0.29
396,7,-0.52,-0.38
397,3,-0.57,-0.61
397,4,-0.41,-0.32
397,5,-0.87,-0.68
397,6,-0.56,-0.45
397,7,-0.86,-0.58
398,3,12.0,3.06
398,4,-1.0,-0.39
398,5,-0.04,-0.61
398,6,-0.14,0.25
398,7,-1.02,-0.43
399,2,-5.0,-0.79
399,3,-0.85,-0.62
399,4,0.98,-0.13
399,5,-0.75,-0.58
399,6,1.67,-0.1
399,7,-0.7,-0.46
400,3,-0.86,-0.54
400,4,-1.41,-0.58
400,5,0.43,-0.27
400,6,-0.76,-0.47
400,7,-0.46,-0.38
402,2,1.93,0.71
402,3,-0.13,-0.1
402,4,-0.27,-0.04
402,5,-0.38,-0.13
402,6,-0.4,-0.23
402,7,-0.33,-0.28
403,2,0.25,0.54
403,3,-0.53,-0.21
403,4,-0.55,-0.04
403,5,-0.28,0.91
403,6,-0.47,0.11
403,7,-0.45,0.27
404,3,-0.51,-0.24
404,4,-0.61,-0.33
404,5,-0.68,-0.43
404,6,-0.76,-0.52
404,7,-0.77,-0.56
405,2,0.0,-0.79
405,3,0.62,0.23
405,4,0.22,0.0
405,5,0.63,2.16
405,6,6.27,9.84
405,7,7.39,9.15
406,3,-1.84,-1.23
406,4,-0.81,-0.6
406,5,-0.59,-0.32
406,6,-0.64,-0.34
406,7,-0.72,-0.45
407,3,0.0,-0.17
407,4,1.22,-0.06
407,5,-1.72,-0.81
407,6,-1.76,-1.45
407,7,-0.72,-0.38
408,4,-0.7,-0.68
408,5,-0.93,-0.81
408,6,-1.17,-1.62
408,7,-0.77,-0.95
409,4,-0.36,0.19
409,6,0.86,1.18
410,3,0.46,1.43
410,4,-0.13,-0.15
410,5,-0.19,-0.23
410,6,-1.23,-0.74
410,7,-2.47,-0.43
411,3,-0.68,-0.9
411,4,-0.52,-0.59
411,5,-1.11,-0.78
411,6,-1.23,-0.63
411,7,-0.89,-0.44
412,3,-1.56,-0.65
412,4,-1.04,-0.33
412,5,-1.21,-0.38
412,6,-1.27,-0.58
412,7,-1.34,-0.53
413,3,0.0,2.0
413,4,4.5,-0.04
413,5,0.19,0.56
413,6,0.0,-0.2
413,7,1.0,1.81
415,3,-0.98,-0.65
415,4,-0.83,-0.34
415,5,-0.65,-0.37
415,6,-0.55,-0.45
415,7,-0.59,-0.38
416,4,0.0,2.77
416,5,0.0,-3.29
416,6,0.0,0.47
416,7,0.0,-0.35
417,2,1.0,-0.31
417,3,2.38,-0.22
417,4,-0.63,-0.42
417,5,3.47,0.3
417,6,0.64,0.36
417,7,1.04,0.13
418,3,1.49,3.45
418,4,3.7,6.79
418,5,1.53,4.13
418,6,1.23,2.96
418,7,1.33,3.54
419,2,0.0,1.95
419,3,-0.39,0.4
419,4,-0.43,0.15
419,5,-1.15,-0.54
419,6,-0.43,0.36
419,7,-0.52,-0.17
420,4,-0.27,-0.32
420,5,1.17,0.24
420,6,-1.17,-0.64
420,7,0.33,-0.42
421,3,-0.89,-0.65
421,4,-0.7,-0.34
421,5,-4.48,-0.36
421,6,2.2,-0.04
421,7,3.06,-0.15
422,2,0.0,-0.79
422,3,-0.71,-1.07
422,4,0.45,1.48
422,5,-0.4,0.26
422,6,-0.32,0.24
422,7,-0.45,-0.19
423,3,-0.03,0.1
423,4,-0.37,-0.32
423,5,1.55,-0.23
423,6,-0.6,-0.39
423,7,-0.94,-0.39
424,3,4.51,3.31
424,4,-1.31,-0.61
424,5,-0.58,-0.34
424,6,-0.06,-0.39
424,7,-0.43,-0.45
425,2,0.09,-0.23
425,3,1.97,0.59
425,4,3.86,0.07
425,5,10.83,1.91
425,6,15.67,3.26
425,7,12.43,1.92
426,2,0.0,1.95
426,3,-1.3,-1.3
426,4,-2.31,-0.96
426,5,0.33,-0.03
426,6,-0.43,-0.39
426,7,0.05,-0.57
427,3,-0.69,-0.93
427,4,-0.98,-0.83
427,5,0.62,-0.1
427,6,0.7,0.12
427,7,1.07,0.39
428,6,-0.49,-0.42
428,7,-0.65,-0.47
429,2,7.0,0.23
429,3,0.2,0.9
429,4,2.02,0.96
429,5,-24.72,-1.6
429,6,-2.05,-2.36
429,7,-2.32,-1.57
430,3,-0.5,-0.23
430,4,-0.54,-0.28
430,5,-0.58,-0.67
430,6,-0.62,-0.69
430,7,-0.49,-0.44
431,2,-0.45,0.13
431,3,0.72,1.69
431,4,10.67,4.89
431,5,0.03,-0.46
431,6,0.0,-0.66
431,7,-1.05,-0.55
432,3,-1.02,-1.08
432,4,-0.82,-0.68
432,5,-1.31,-0.65
432,6,0.38,-0.62
432,7,-1.02,-0.95
433,2,0.0,-0.81
433,3,0.0,0.5
433,4,0.0,-0.65
433,5,0.0,-0.52
433,6,0.0,-0.31
433,7,0.0,-0.12
434,2,79.0,15.38
434,3,-0.34,2.0
434,4,0.83,0.89
434,5,0.9,0.97
434,6,0.41,-0.27
434,7,-0.54,-1.19
435,3,1.82,-0.28
435,4,0.0,-0.3
435,5,-0.58,-0.46
435,6,-0.99,-0.22
435,7,-0.56,-0.06
436,7,-0.52,-0.23
437,3,-0.69,0.03
437,4,0.12,-0.08
437,5,-1.64,-0.24
437,6,-0.38,0.42
437,7,-0.25,-0.02
438,3,-0.96,-0.28
438,4,0.49,-0.27
438,5,-0.8,-0.33
438,6,-0.1,-0.4
438,7,-0.05,-0.4
440,2,1.6,-0.07
440,3,-0.49,-0.33
440,4,-1.13,-0.91
440,5,-0.66,-0.64
440,6,-0.53,-0.57
440,7,-0.51,-0.59
441,3,-0.75,-0.61
441,4,-0.7,-0.41
441,5,0.76,-0.37
441,6,1.33,-0.05
441,7,0.24,-0.38
442,3,-0.29,-0.37
442,4,0.0,-0.29
442,5,0.14,-0.13
442,6,-0.28,-0.02
442,7,-0.31,-0.14
443,2,1.0,-0.31
443,3,-0.43,-0.31
443,4,0.59,-0.41
443,5,1.76,-0.33
443,6,0.5,-0.44
443,7,2.14,-0.24
444,4,-0.25,-0.04
444,5,-1.0,-0.14
444,6,0.0,5.77
445,3,0.0,0.0
445,4,0.0,0.0
445,5,0.0,0.0
445,6,0.0,0.0
445,7,0.0,0.0
446,4,0.0,-0.48
446,5,-1.02,-0.68
446,6,-0.26,-0.42
446,7,0.18,-0.07
447,3,0.0,-0.37
447,4,0.7,-0.29
447,5,-1.97,-0.81
447,6,-0.97,0.01
447,7,-0.79,-0.38
448,4,-0.71,-0.48
448,5,-0.86,-0.68
448,6,-0.68,-0.59
448,7,-0.28,-0.23
449,4,-1.0,-0.48
449,5,0.5,-0.33
449,6,-1.0,-0.59
449,7,1.67,0.09
450,4,-0.84,-0.52
450,5,-1.41,-0.59
450,6,-1.07,-0.88
451,4,0.0,-0.48
451,5,-0.71,-0.68
451,6,-0.19,-0.42
451,7,1.34,-0.23
452,4,0.0,-0.48
452,5,-0.76,-0.68
452,6,-0.13,-0.1
452,7,-0.95,-0.47
453,5,-0.18,0.35
453,6,-0.75,-0.59
453,7,-0.91,-0.23
454,2,0.0,-0.36
454,3,5.46,1.34
454,4,12.26,0.92
454,5,25.81,8.24
454,6,21.91,7.76
454,7,33.44,12.65
455,2,45.07,4.06
455,3,2.2,1.74
455,4,3.39,5.5
455,5,20.37,6.63
455,6,0.55,0.52
455,7,1.76,2.29
456,4,-1.06,-0.93
456,5,-0.7,-0.14
456,6,-1.23,-0.88
456,7,0.0,-3.55
457,2,0.0,-0.71
457,3,0.5,0.97
457,4,0.54,-0.04
457,5,-2.37,-0.43
457,6,-0.2,0.24
457,7,-1.3,-0.3
458,2,0.0,0.57
458,3,1.86,0.64
458,4,-0.16,-0.25
458,5,4.64,0.51
458,6,7.07,1.11
458,7,1.77,0.6
459,2,0.0,-0.25
459,3,20.35,-0.17
459,4,13.43,0.31
459,5,-0.17,0.13
459,6,1.21,-0.21
459,7,0.3,-0.38
462,3,3.54,2.7
462,4,-0.5,-0.22
462,5,-0.39,-0.15
462,6,-0.65,-0.41
462,7,-0.81,-0.41
463,3,-1.4,-1.0
463,4,-1.09,-5.0
463,5,-1.37,-1.2
463,6,-4.12,-1.13
463,7,-20.45,-1.11
464,3,-0.84,-0.38
464,4,-0.97,-0.49
464,5,-0.68,-0.38
464,6,-0.11,-0.15
464,7,-0.25,-0.58
465,2,-0.7,-0.38
465,3,-0.88,-0.28
465,4,-1.9,-0.42
465,5,-0.13,-0.47
465,6,-0.28,-0.57
465,7,-0.56,-0.59
466,3,-1.18,-0.61
466,4,-0.43,-0.32
466,5,-0.64,-0.54
466,6,-1.28,-0.72
466,7,-0.86,-0.62
467,3,-0.32,-0.35
467,4,-1.12,-0.41
467,5,-0.76,-0.61
467,6,-0.12,-0.41
467,7,-0.36,-0.42
469,2,0.0,-1.16
469,3,-0.49,-0.58
469,4,4.45,3.57
469,5,-0.55,-0.22
469,6,3.04,1.18
469,7,1.4,0.43
470,3,-0.78,-0.8
470,4,2.89,0.05
470,5,-0.13,-0.52
470,6,-0.06,-0.64
470,7,-1.5,-0.84
471,3,-0.63,-1.07
471,4,0.79,5.89
471,5,-0.82,-0.45
471,6,-0.7,-0.15
471,7,-0.79,-0.56
472,4,-0.82,-0.93
472,5,-0.66,-0.14
472,6,-0.71,-0.18
472,7,-0.67,1.22
474,3,-1.48,-1.08
474,4,0.3,0.25
474,5,0.06,0.28
474,6,-1.98,-1.62
474,7,-0.43,-0.31
475,3,-0.58,-0.42
475,4,-0.9,-0.42
475,5,-0.83,-0.5
475,6,-0.57,-0.49
475,7,-0.46,-0.38
476,3,-0.76,-0.31
476,4,-0.33,-0.33
476,5,-0.59,-0.23
476,6,-0.48,-0.16
476,7,-0.49,-0.08
477,2,0.0,-0.17
477,3,1.41,0.06
477,4,-4.2,-0.35
477,5,-0.76,-0.29
477,6,-0.19,-0.16
477,7,-0.23,-0.15
478,3,6.4,3.21
478,4,-0.77,-0.45
478,5,-1.07,-0.58
478,6,-0.49,-0.44
478,7,0.06,-0.43
479,2,-0.62,-0.36
479,3,-1.07,-0.61
479,4,0.0,0.35
479,5,-0.95,-0.58
479,6,-0.42,-0.45
479,7,-0.13,-0.41
480,3,-0.91,-0.1
480,4,-0.85,-0.41
480,5,-2.47,-0.48
480,6,-0.58,-0.37
480,7,-0.55,-0.27
481,3,0.0,0.02
481,4,0.0,0.0
481,5,0.54,-0.62
481,6,0.64,-0.22
481,7,16.67,1.17
483,2,2.0,0.27
483,3,0.48,0.94
483,4,-0.37,-0.03
483,5,0.34,-0.22
483,6,0.86,0.28
483,7,1.61,0.43
484,3,-0.43,-0.48
484,4,-0.83,-0.36
484,5,1.55,1.38
484,6,-0.6,-0.42
484,7,-0.69,-0.6
485,2,-0.7,-0.65
485,3,-1.01,-0.9
485,4,-0.61,-0.18
485,5,-0.64,-0.58
485,6,-1.29,-0.74
485,7,-1.31,-1.16
486,4,-0.62,-0.52
486,5,0.33,-0.44
486,6,0.15,0.02
486,7,0.0,-1.08
487,4,-0.44,-0.04
487,5,2.13,-0.44
487,6,-0.71,-0.88
487,7,-0.14,0.06
488,2,-1.09,-0.36
488,3,-0.57,-0.22
488,4,-0.21,-0.13
488,5,1.83,0.01
488,6,6.0,1.06
488,7,0.86,0.26
489,3,-1.27,-0.28
489,4,-1.35,-0.42
489,5,-0.71,-0.17
489,6,-0.84,-0.26
489,7,-0.83,-0.27
490,3,0.38,-0.1
490,4,10.28,7.55
490,5,-0.78,-0.35
490,6,-0.69,-0.33
490,7,-0.74,-0.24
493,2,0.0,25.14
493,3,0.0,11.83
493,4,0.0,2.3
493,5,0.0,1.38
493,6,0.0,2.0
493,7,0.0,1.21
494,3,-0.58,-0.58
494,4,-0.29,-0.32
494,5,-0.66,-0.34
494,6,-0.42,-0.49
494,7,-0.9,-0.51
495,2,1.22,-0.07
495,3,-0.77,-0.65
495,4,0.67,0.83
495,5,-1.23,-0.54
495,6,-0.69,-0.81
495,7,-2.39,-1.04
496,3,-0.15,-0.34
496,4,-0.29,-0.44
496,5,-0.14,-0.45
496,6,-0.22,-0.41
496,7,-0.03,-0.62
497,2,0.7,0.27
497,3,-0.92,-0.61
497,4,-1.23,-0.32
497,5,0.84,-0.38
497,6,-0.18,0.01
497,7,0.11,0.02
498,3,2.35,0.32
498,4,-0.52,-0.58
498,5,2.0,0.54
498,6,3.06,1.28
498,7,9.45,2.29
499,2,0.0,-0.56
499,3,-0.99,-0.59
499,4,0.18,-0.28
499,5,3.77,0.05
499,6,3.9,0.56
499,7,4.81,0.82
500,3,-0.5,-1.07
500,4,0.33,0.0
500,5,0.24,-0.36
500,6,-0.86,-0.68
500,7,-0.26,-0.52
501,3,-0.44,0.01
501,4,-0.64,-0.42
501,5,-0.63,-0.28
501,6,-0.12,0.38
501,7,-0.47,-0.19
503,3,-0.58,-0.23
503,4,-1.26,-0.29
503,5,-0.42,-0.5
503,6,-0.27,-0.26
503,7,-0.01,-0.01
505,2,-0.74,-0.41
505,3,-0.31,0.21
505,4,-0.64,-0.13
505,5,-0.77,0.25
505,6,-0.61,-0.19
505,7,-0.88,-0.29
506,2,-1.0,-0.32
506,3,3.62,-0.27
506,4,1.13,-0.38
506,5,21.18,0.04
506,6,12.54,1.03
506,7,15.07,1.28
507,3,2.95,1.5
507,4,-0.59,-0.27
507,5,2.79,1.72
507,6,3.25,1.16
507,7,0.8,0.63
508,2,-1.12,-0.71
508,3,-1.1,-0.54
508,4,-0.22,-0.04
508,5,0.07,0.8
508,6,-0.16,-0.02
508,7,-0.47,-0.45
511,2,0.0,-0.34
511,3,-0.71,-0.23
511,4,-1.18,-0.28
511,5,-0.45,-0.54
511,6,-0.67,-0.34
511,7,-0.7,-0.45
512,4,-1.0,-0.48
512,5,-0.46,0.47
512,6,-1.0,-0.59
512,7,-2.33,-0.39
513,2,-0.82,-0.31
513,3,-0.69,-0.33
513,4,-0.94,-0.43
513,5,0.17,-0.41
513,6,3.81,-0.21
513,7,1.51,-0.3
515,4,-1.74,-0.42
515,5,-0.84,-0.31
515,6,0.27,-0.42
515,7,-0.75,-0.52
516,3,-0.75,-0.24
516,4,-0.7,-0.44
516,5,-0.7,-0.52
516,6,-0.81,-0.66
516,7,-0.76,-0.54
517,2,-1.06,-0.31
517,3,-0.38,-0.24
517,4,-0.41,-0.11
517,5,0.05,0.24
517,6,1.21,1.26
517,7,0.54,0.29
518,2,0.0,-0.71
518,3,-1.49,-0.76
518,4,4.31,1.05
518,5,-1.18,-0.45
518,6,-1.47,-1.04
518,7,-0.89,-0.51
519,3,-3.49,-1.07
519,4,-0.97,-0.78
519,5,-0.71,0.08
519,6,-0.79,-0.06
519,7,-0.89,-0.51
520,3,5.12,0.1
520,4,1.64,-0.13
520,5,5.44,0.48
520,6,2.81,-0.06
520,7,1.24,0.05
523,3,-2.45,-0.63
523,4,-0.9,-0.42
523,5,-1.08,-0.41
523,6,-1.81,-0.56
523,7,-1.32,-0.59
526,3,0.94,2.4
526,4,0.58,2.15
526,5,1.58,3.79
526,6,1.85,3.29
526,7,1.75,3.7
529,3,0.0,-0.57
529,5,-4.96,-0.64
529,6,-1.83,-1.17
529,7,-1.22,-0.47
532,3,-2.0,-1.23
532,4,0.7,-0.45
532,5,21.14,0.39
532,6,1.17,-0.23
532,7,2.39,-0.04
534,3,0.65,1.34
534,4,-1.16,-0.78
534,5,-0.51,-0.67
534,6,-1.2,-0.7
534,7,0.19,-0.15
535,2,-0.9,-0.68
535,3,-0.54,-0.38
535,4,-1.04,-0.52
535,5,-1.51,-0.68
535,6,-1.04,-1.52
535,7,-0.81,-1.17
536,3,-1.42,-0.31
536,4,-1.57,-0.42
536,5,-0.93,-0.36
536,6,-0.51,-0.54
536,7,-0.81,-0.46
537,4,-2.0,-0.48
537,6,-1.1,-0.26
537,7,-0.79,-0.47
538,2,0.0,-1.16
538,3,5.47,3.08
538,4,0.14,0.76
538,5,-0.4,-0.11
538,6,-1.1,-1.17
538,7,-1.37,-0.72
539,3,-0.78,-0.37
539,4,-0.96,-0.29
539,5,-1.15,-0.68
539,6,2.16,0.45
539,7,0.82,-0.15
540,2,-0.9,-0.27
540,3,-0.37,-0.13
540,4,-0.24,0.37
540,5,-0.28,0.04
540,6,-0.55,-0.28
540,7,-0.27,-0.17
541,2,-0.41,-0.04
541,3,-0.22,0.21
541,4,-0.65,-0.46
541,5,0.78,1.27
541,6,0.35,0.22
541,7,-0.3,-0.23
542,3,-0.88,-0.43
542,4,-1.07,-0.33
542,5,-0.69,0.1
542,6,-1.25,-1.08
542,7,-1.26,-1.08
543,3,-2.87,-0.43
543,4,-0.99,-0.52
543,5,0.06,-0.11
543,6,-0.1,0.3
543,7,0.27,0.47
544,2,0.0,-0.68
544,3,-0.49,-0.43
544,4,-0.6,-0.39
544,5,3.56,0.29
544,6,1.85,2.5
544,7,1.63,1.61
545,3,1.75,0.0
545,4,-0.68,-0.42
545,5,-1.58,-0.47
545,6,-0.8,-0.37
545,7,-1.62,-0.53
546,3,0.0,0.0
546,4,0.0,0.72
546,5,3.21,2.0
546,6,17.07,6.09
546,7,37.13,19.57
547,2,-0.85,-0.32
547,3,0.62,-0.32
547,4,-0.85,-0.43
547,5,-0.14,-0.46
547,6,-0.38,-0.66
547,7,-0.29,-0.56
548,3,-1.55,-0.6
548,4,-1.55,-0.57
548,5,-0.75,-0.52
548,6,-0.12,-0.46
548,7,1.0,-0.12
549,3,-0.74,-0.8
549,4,-0.62,-0.44
549,5,-0.57,-0.4
549,6,3.56,1.53
549,7,1.97,0.65
550,3,-1.0,-0.28
550,4,1.8,-0.23
550,5,-1.88,-0.45
550,6,9.0,-0.31
550,7,0.0,-0.44
551,3,1.67,1.36
551,4,1.26,-0.36
551,5,10.93,0.11
551,6,0.09,-0.55
551,7,-0.03,-0.53
552,2,-1.0,-0.65
552,3,0.09,-0.57
552,4,-1.2,-0.55
552,5,7.88,1.79
552,6,3.64,1.45
552,7,1.2,0.94
553,2,0.0,-0.39
553,3,0.11,0.32
553,4,2.21,3.59
553,5,11.95,13.63
553,6,12.94,5.24
553,7,14.11,7.39
554,3,-0.61,-0.53
554,4,-1.32,-0.7
554,5,-0.68,-0.48
554,6,-1.02,-0.75
554,7,-0.16,-0.03
556,2,0.57,-0.34
556,3,-0.74,-0.23
556,4,-1.48,-0.3
556,5,-0.32,-0.48
556,6,-1.27,-0.7
556,7,-1.44,-0.81
557,4,-1.0,-0.52
557,5,-1.92,-0.59
557,6,-1.4,-0.65
558,4,-2.44,-0.52
558,5,-0.75,-0.24
558,6,-1.27,-0.88
558,7,0.0,-1.08
560,2,-1.0,-0.36
560,3,-1.03,-0.61
560,4,-1.27,-0.32
560,5,-0.53,0.05
560,6,-1.29,-0.47
560,7,-3.47,-0.05
561,3,-1.14,-0.94
561,4,-0.65,-0.7
561,5,0.52,-0.14
