districtid,timeid,statemean,statestdev
141,24,874.36,905.63
141,25,873.14,1053.49
142,9,12.48,16.04
142,10,24.19,22.49
142,11,23.33,19.73
142,12,33.54,34.83
142,13,42.59,50.87
142,14,57.34,72.38
142,15,62.32,105.84
142,16,70.49,111.35
142,17,118.54,178.65
142,18,164.5,221.34
142,19,226.41,326.0
142,20,345.69,403.1
142,21,394.93,560.95
142,22,434.56,632.87
142,23,443.78,631.24
142,24,505.49,658.12
142,25,562.91,774.02
143,9,1.0,0.0
143,10,7.4,6.63
143,11,11.44,16.53
143,12,22.44,23.75
143,14,27.5,26.77
143,16,25.5,34.24
143,17,31.29,48.21
143,18,55.0,101.73
143,19,80.23,175.16
143,20,94.86,220.45
143,21,104.55,192.6
143,22,134.95,249.29
143,23,218.0,403.85
143,24,356.95,649.15
143,25,589.23,1077.31
144,10,7.47,6.71
144,11,11.5,16.51
144,12,19.17,19.89
144,13,25.76,29.02
144,14,23.94,25.51
144,15,21.63,25.09
144,16,25.33,34.31
144,17,29.38,48.38
144,18,55.27,101.62
144,19,79.68,175.36
144,20,92.05,221.13
144,21,102.0,193.42
144,22,133.82,249.64
144,23,220.05,403.21
144,24,352.73,650.63
144,25,590.5,1076.98
145,10,8.4,6.72
145,11,10.94,16.55
145,12,23.33,23.22
145,13,26.88,29.14
145,14,24.17,25.86
145,15,21.79,25.14
145,16,25.06,34.4
145,17,31.19,48.26
145,18,55.27,101.62
145,19,79.64,175.38
145,20,94.86,220.45
145,21,103.32,193.09
145,22,136.32,248.71
145,23,222.73,402.0
145,24,359.41,648.0
145,25,599.59,1073.58
146,8,14.81,32.7
146,9,12.49,16.04
146,10,23.93,22.61
146,11,23.66,19.62
146,12,33.6,34.79
146,13,42.66,50.82
146,14,57.46,72.3
146,15,62.6,105.73
146,16,71.03,111.23
146,17,121.34,178.56
146,18,169.26,221.66
146,19,233.57,327.54
146,20,351.82,402.43
146,21,401.69,560.35
146,22,441.03,632.7
146,23,449.16,630.1
146,24,508.72,657.2
146,25,565.6,772.95
147,7,14.97,27.5
147,8,14.64,32.75
147,9,12.58,16.0
147,10,24.24,22.45
147,12,33.64,34.75
147,13,42.63,50.84
147,14,57.38,72.35
147,15,62.72,105.67
147,16,71.31,111.09
147,17,121.31,178.58
147,18,168.47,222.1
147,19,233.06,327.79
147,20,352.04,402.28
147,21,402.96,559.61
147,22,442.51,632.02
147,23,449.78,629.76
147,24,508.34,657.37
147,25,563.88,773.71
148,7,13.14,16.66
148,8,9.8,8.35
148,9,22.91,26.81
148,10,26.27,31.86
148,11,42.36,29.09
148,12,48.73,29.91
148,13,61.93,62.51
148,14,43.2,38.98
148,15,45.33,53.92
148,16,55.2,60.78
148,17,89.47,123.49
148,18,148.67,237.21
148,19,197.07,281.33
148,20,189.07,309.21
148,21,177.8,221.55
148,22,174.8,197.07
148,23,193.87,251.24
148,24,228.0,304.33
148,25,327.73,495.69
149,7,8.61,9.89
149,8,4.21,3.34
149,9,14.83,11.82
149,10,32.09,26.43
149,11,30.94,16.51
149,12,34.26,22.55
149,13,39.14,25.52
149,14,32.11,20.26
149,15,40.51,34.78
149,16,65.4,67.93
149,17,96.49,125.5
149,18,261.23,318.79
149,19,307.2,384.88
149,20,487.69,544.78
149,21,559.31,531.62
149,22,682.97,580.61
149,23,469.11,388.57
149,24,342.94,320.97
149,25,339.29,285.9
150,10,54.53,93.54
150,11,84.83,109.93
150,12,114.11,165.19
150,13,137.63,198.53
150,14,142.26,233.47
150,15,165.78,240.12
150,16,235.89,387.81
150,17,378.78,625.39
150,18,585.26,935.04
150,19,837.0,1310.4
150,20,793.84,1272.86
150,21,951.05,1298.09
150,22,996.32,1211.62
150,23,1046.53,1154.57
150,24,979.79,1058.92
150,25,946.21,1049.57
151,7,33.76,63.07
151,9,43.44,75.59
151,10,61.7,71.84
151,13,69.46,104.72
151,14,69.89,90.09
151,15,69.52,92.0
151,16,82.75,81.16
151,17,134.21,168.91
151,18,151.76,203.02
151,19,215.79,308.37
151,20,255.97,324.22
151,21,264.41,285.07
151,22,279.03,286.76
151,23,302.07,342.54
151,24,318.21,420.8
151,25,350.17,456.21
152,8,14.81,32.7
152,9,12.22,15.94
152,10,22.72,20.35
152,11,23.46,19.73
152,12,33.43,34.89
152,13,42.07,51.03
152,14,56.85,72.59
152,15,61.94,105.9
152,16,69.99,111.31
152,17,118.81,178.77
152,18,168.1,222.23
152,19,231.9,328.15
152,20,348.15,403.6
152,21,398.79,561.3
152,22,436.38,633.28
152,23,441.6,630.8
152,24,501.71,657.81
152,25,557.24,774.18
153,7,33.94,62.98
153,9,43.41,75.61
153,10,62.3,71.4
153,11,65.29,74.64
153,12,63.19,90.77
153,13,69.5,104.69
153,15,69.48,92.03
153,16,82.86,81.05
153,17,134.0,169.07
153,18,152.0,202.85
153,19,215.9,308.31
153,20,257.45,323.32
153,21,263.55,285.64
153,22,278.41,287.16
153,23,301.41,342.99
153,24,319.38,420.17
153,25,345.76,457.45
154,7,14.97,27.5
154,8,14.81,32.7
154,9,12.58,16.0
154,10,23.9,22.61
154,11,23.55,19.7
154,12,33.48,34.87
154,13,41.99,51.02
154,14,56.88,72.59
154,15,61.85,105.9
154,16,69.88,111.28
154,17,118.29,178.51
154,18,165.44,221.96
154,19,227.69,327.07
154,20,336.21,391.29
154,21,388.99,556.83
154,22,425.41,625.26
154,23,438.56,629.31
154,24,500.78,657.51
154,25,554.41,773.19
155,11,20.81,18.79
155,12,37.95,44.62
155,13,33.05,35.78
155,14,38.64,43.43
155,15,68.32,99.83
155,16,85.45,177.4
155,17,153.95,325.22
155,18,165.23,347.22
155,19,301.64,605.44
155,20,396.27,559.15
155,21,437.91,473.21
155,22,516.23,491.69
155,23,710.68,647.15
155,24,860.68,909.8
155,25,834.32,1060.72
156,8,38.09,70.41
156,9,43.0,75.8
156,10,60.19,72.33
156,11,64.82,74.94
156,12,64.58,90.18
156,13,69.07,104.94
156,14,67.7,90.99
156,15,66.34,92.69
156,16,77.29,81.06
156,17,126.1,169.37
156,18,145.76,204.57
156,19,206.0,309.7
156,20,249.62,325.8
156,21,257.83,287.43
156,22,275.55,288.5
156,23,296.28,345.19
156,24,318.48,420.66
156,25,351.0,455.84
157,8,49.62,44.9
157,10,7.83,9.19
157,11,11.73,14.54
157,12,15.56,17.25
157,13,32.73,44.68
157,14,48.88,64.66
157,15,60.38,68.16
157,16,58.19,73.37
157,17,79.25,106.73
157,18,115.12,144.53
157,19,155.19,154.53
157,20,232.5,256.61
157,21,309.44,366.89
157,22,369.69,424.58
157,23,519.31,582.99
157,24,514.06,411.37
157,25,540.06,417.38
159,7,31.59,77.4
159,10,40.0,99.27
159,11,36.68,86.4
159,12,31.38,64.16
159,13,36.18,79.32
159,14,25.26,60.24
159,15,29.41,58.42
159,16,35.82,71.25
159,17,52.92,103.21
159,18,92.58,164.98
159,19,101.76,182.14
159,20,108.02,215.66
159,21,107.69,202.76
159,22,125.18,206.49
159,23,149.27,244.06
159,24,179.65,278.18
159,25,217.78,357.48
160,11,11.67,16.43
160,12,23.33,23.22
160,13,27.94,28.54
160,15,23.16,24.73
160,16,25.11,34.39
160,17,29.76,48.48
160,18,55.14,101.68
160,19,77.36,175.8
160,20,92.95,221.0
160,21,100.14,193.53
160,22,133.18,249.79
160,23,219.05,403.55
160,24,346.59,651.65
160,25,593.5,1076.05
161,7,14.85,27.54
161,8,14.74,32.73
161,9,12.46,16.04
161,10,23.21,21.85
161,11,23.03,19.51
161,12,32.79,34.77
161,13,42.26,51.01
161,14,56.75,72.61
161,15,62.19,105.87
161,16,71.01,111.23
161,17,121.03,178.72
161,18,167.85,222.3
161,19,232.24,328.07
161,20,349.4,403.46
161,21,400.43,560.89
161,22,433.35,632.39
161,23,447.91,630.65
161,24,508.35,657.36
161,25,563.41,773.87
162,7,28.92,35.69
162,8,48.44,45.44
162,9,11.46,11.98
162,10,7.83,9.19
162,11,11.47,14.7
162,12,15.19,17.48
162,13,33.0,44.51
162,14,49.19,64.47
162,15,59.25,68.88
162,16,58.31,73.3
162,17,78.12,107.41
162,18,112.44,146.15
162,19,152.31,156.26
162,20,230.5,257.26
162,21,296.88,367.57
162,22,362.62,426.48
162,23,499.62,586.43
162,24,498.69,419.01
162,25,507.75,419.8
163,7,8.57,9.92
163,8,3.71,2.67
163,9,14.83,11.82
163,10,31.0,25.36
163,11,30.17,15.3
163,12,32.97,22.15
163,13,39.17,25.52
163,14,31.71,20.08
163,15,40.03,34.87
163,16,63.29,68.38
163,17,92.86,124.81
163,18,251.0,319.37
163,19,302.0,386.72
163,20,480.11,546.19
163,21,549.14,531.67
163,22,650.97,572.34
163,23,453.31,389.37
163,24,331.11,320.83
163,25,334.09,286.95
164,10,32.5,40.4
164,11,34.36,36.21
164,12,90.05,163.84
164,13,47.17,67.64
164,14,68.95,100.05
164,15,118.75,282.02
164,16,358.54,1142.1
164,17,560.12,1669.69
164,18,879.29,2494.47
164,19,1130.17,2681.21
164,20,1285.42,2667.77
164,21,1468.88,2829.01
164,22,1613.67,2951.14
164,23,1729.17,3452.31
164,24,1903.58,3604.83
164,25,2127.75,3893.49
165,7,5.36,4.81
165,8,12.08,15.09
165,9,12.94,9.38
165,10,30.41,40.58
165,11,31.32,35.81
165,12,85.38,164.49
165,13,38.91,60.15
165,14,49.95,62.83
165,15,59.42,44.04
165,16,122.12,101.95
165,17,210.54,188.34
165,18,357.0,298.77
165,19,587.21,346.06
165,20,745.25,455.55
165,21,869.29,486.2
165,22,995.88,632.64
165,23,998.17,565.62
165,24,1154.88,864.31
165,25,1319.08,886.05
166,9,42.9,111.77
166,10,40.08,99.25
166,11,36.54,86.45
166,12,31.36,64.16
166,13,36.34,79.26
166,14,25.45,60.19
166,15,30.0,58.3
166,16,35.76,71.26
166,17,53.19,103.16
166,18,92.77,164.94
166,19,103.55,181.87
166,20,114.1,218.21
166,21,110.16,202.84
166,22,125.69,206.37
166,23,147.24,244.45
166,24,178.8,278.38
166,25,217.14,357.63
167,7,15.05,27.47
167,8,14.81,32.7
167,9,12.58,16.0
167,10,24.15,22.52
167,11,23.37,19.74
167,12,33.18,34.94
167,13,42.57,50.88
167,14,57.1,72.51
167,15,62.57,105.74
167,16,70.94,111.26
167,17,120.79,178.81
167,18,169.28,221.65
167,19,232.28,328.06
167,20,349.91,403.33
167,21,401.76,560.31
167,22,442.47,632.05
167,23,449.59,629.87
167,24,509.79,656.65
167,25,566.09,772.68
169,7,1.86,0.99
169,8,17.38,37.35
169,9,25.67,47.46
169,10,15.44,18.0
169,11,20.19,19.18
169,12,37.33,44.86
169,13,32.33,36.24
169,14,38.91,43.39
169,15,67.27,100.25
169,16,87.45,176.9
169,17,153.86,325.25
169,18,167.09,346.62
169,19,297.41,606.5
169,20,394.68,560.0
169,21,434.64,474.88
169,22,501.27,495.54
169,23,701.5,650.03
169,24,869.86,907.52
169,25,854.41,1061.07
170,8,3.93,3.26
170,9,14.94,11.93
170,10,32.2,26.45
170,11,30.17,15.3
170,12,32.2,20.57
170,13,37.63,23.92
170,14,32.26,20.26
170,15,38.69,33.85
170,16,62.11,67.6
170,17,88.14,118.05
