timeid,method,spot,districtid1,districtid2,districtid3,districtid4,districtid5
1,neighborhood,hot,239,566,579,354,310
1,neighborhood,cold,611,736,634,536,450
1,state,hot,454,666,332,104,686
1,state,cold,463,329,726,732,408
